study,subject_id,session_name,time_bin_start_s,freezing_pct_5s
2,EXT3R,extinction3,1270.0,6.76
2,EXT3R,extinction3,1275.0,1.37
2,EXT3R,extinction3,1280.0,12.33
2,EXT3R,extinction3,1285.0,64.38
2,EXT3R,extinction3,1290.0,89.33
2,EXT3R,extinction3,1295.0,84.93
2,EXT3R,extinction3,1300.0,75.68
2,EXT3R,extinction3,1305.0,79.73
2,EXT3R,extinction3,1310.0,82.43
2,EXT3R,extinction3,1315.0,100.0
2,EXT3R,extinction3,1320.0,100.0
2,EXT3R,extinction3,1325.0,100.0
2,EXT3R,extinction3,1330.0,100.0
2,EXT3R,extinction3,1335.0,100.0
2,EXT3R,extinction3,1340.0,97.3
2,EXT3R,extinction3,1345.0,98.61
2,EXT3R,extinction3,1350.0,100.0
2,EXT3R,extinction3,1355.0,100.0
2,EXT3R,extinction3,1360.0,100.0
2,EXT3R,extinction3,1365.0,100.0
2,EXT3R,extinction3,1370.0,100.0
2,EXT3R,extinction3,1375.0,97.33
2,EXT3R,extinction3,1380.0,98.63
2,EXT3R,extinction3,1385.0,93.24
2,EXT3R,extinction3,1390.0,92.0
2,EXT3R,extinction3,1395.0,100.0
2,EXT3R,extinction3,1400.0,100.0
2,EXT3R,extinction3,1405.0,100.0
2,EXT3R,extinction3,1410.0,100.0
2,EXT3R,extinction3,1415.0,100.0
2,EXT3R,extinction3,1420.0,100.0
2,EXT3R,extinction3,1425.0,100.0
2,EXT3R,extinction3,1430.0,100.0
2,EXT3R,extinction3,1435.0,100.0
2,EXT3R,extinction3,1440.0,16.67
2,EXT3R,extinction3,1445.0,29.33
2,EXT3R,extinction3,1450.0,33.33
2,EXT3R,extinction3,1455.0,56.0
2,EXT3R,extinction3,1460.0,20.55
2,EXT3R,extinction3,1465.0,15.79
2,EXT3R,extinction3,1470.0,38.67
2,EXT3R,extinction3,1475.0,90.54
2,EXT3R,extinction3,1480.0,0.0
2,EXT3R,extinction3,1485.0,20.55
2,EXT3R,extinction3,1490.0,54.17
2,EXT3R,extinction3,1495.0,24.66
2,EXT3R,extinction3,1500.0,54.05
2,EXT3R,extinction3,1505.0,97.33
2,EXT3R,extinction3,1510.0,89.04
2,EXT3R,extinction3,1515.0,32.0
2,EXT3R,extinction3,1520.0,28.17
2,EXT3R,extinction3,1525.0,20.0
2,EXT3R,extinction3,1530.0,33.78
2,EXT3R,extinction3,1535.0,14.86
2,EXT3R,extinction3,1540.0,37.84
2,EXT3R,extinction3,1545.0,5.41
2,EXT3R,extinction3,1550.0,36.99
2,EXT3R,extinction3,1555.0,0.0
2,EXT3R,extinction3,1560.0,12.5
2,EXT3R,extinction3,1565.0,48.0
2,EXT3R,extinction3,1570.0,0.0
2,EXT3R,extinction3,1575.0,0.0
2,EXT3R,extinction3,1580.0,17.33
2,EXT3R,extinction3,1585.0,1.37
2,EXT3R,extinction3,1590.0,28.38
2,EXT3R,extinction3,1595.0,48.0
2,EXT3R,extinction3,1600.0,13.51
2,EXT3R,extinction3,1605.0,0.0
2,EXT3R,extinction3,1610.0,18.92
2,EXT3R,extinction3,1615.0,77.63
2,EXT3R,extinction3,1620.0,22.97
2,EXT3R,extinction3,1625.0,18.42
2,EXT3R,extinction3,1630.0,0.0
2,EXT3R,extinction3,1635.0,5.33
2,EXT3R,extinction3,1640.0,9.33
2,EXT3R,extinction3,1645.0,6.76
2,EXT3R,extinction3,1650.0,38.36
2,EXT3R,extinction3,1655.0,36.0
2,EXT3R,extinction3,1660.0,0.0
2,EXT3R,extinction3,1665.0,43.24
2,EXT3R,extinction3,1670.0,29.33
2,EXT3R,extinction3,1675.0,40.54
2,EXT3R,extinction3,1680.0,74.32
2,EXT3R,extinction3,1685.0,36.49
2,EXT3R,extinction3,1690.0,2.7
2,EXT3R,extinction3,1695.0,34.25
2,EXT3R,extinction3,1700.0,13.7
2,EXT3R,extinction3,1705.0,100.0
2,EXT3R,extinction3,1710.0,100.0
2,EXT3R,extinction3,1715.0,25.0
2,EXT3R,extinction3,1720.0,56.0
2,EXT3R,extinction3,1725.0,22.67
2,EXT3R,extinction3,1730.0,80.0
2,EXT3R,extinction3,1735.0,33.33
2,EXT3R,extinction3,1740.0,45.95
2,EXT3R,extinction3,1745.0,55.56
2,EXT3R,extinction3,1750.0,41.33
2,EXT3R,extinction3,1755.0,51.35
2,EXT3R,extinction3,1760.0,95.89
2,EXT3R,extinction3,1765.0,26.03
2,EXT3R,extinction3,1770.0,30.56
2,EXT3R,extinction3,1775.0,41.89
2,EXT3R,extinction3,1780.0,8.11
2,EXT3R,extinction3,1785.0,43.24
2,EXT3R,extinction3,1790.0,60.27
2,EXT3R,extinction3,1795.0,29.73
2,EXT3R,extinction3,1800.0,10.81
2,EXT3R,extinction3,1805.0,31.08
2,EXT3R,extinction3,1810.0,6.76
2,EXT3R,extinction3,1815.0,5.41
2,EXT3R,extinction3,1820.0,20.27
2,EXT3R,extinction3,1825.0,52.0
2,EXT3R,extinction3,1830.0,17.33
2,EXT3R,extinction3,1835.0,5.41
2,EXT3R,extinction3,1840.0,73.97
2,EXT3R,extinction3,1845.0,73.33
2,EXT3R,extinction3,1850.0,54.79
2,EXT3R,extinction3,1855.0,21.92
2,EXT3R,extinction3,1860.0,35.14
2,EXT3R,extinction3,1865.0,41.1
2,EXT3R,extinction3,1870.0,23.29
2,EXT3R,extinction3,1875.0,81.08
2,EXT3R,extinction3,1880.0,48.0
2,EXT3R,extinction3,1885.0,0.0
2,EXT3R,extinction3,1890.0,0.0
2,EXT3R,extinction3,1895.0,20.27
2,EXT3R,extinction3,1900.0,36.0
2,EXT3R,extinction3,1905.0,34.67
2,EXT3R,extinction3,1910.0,0.0
2,EXT3R,extinction3,1915.0,37.84
2,EXT3R,extinction3,1920.0,60.0
2,EXT3R,extinction3,1925.0,38.67
2,EXT3R,extinction3,1930.0,55.41
2,EXT3R,extinction3,1935.0,100.0
2,EXT3R,extinction3,1940.0,39.19
2,EXT3R,extinction3,1945.0,58.33
2,EXT3R,extinction3,1950.0,58.67
2,EXT3R,extinction3,1955.0,32.0
2,EXT3R,extinction3,1960.0,76.32
2,EXT3R,extinction3,1965.0,43.24
2,EXT3R,extinction3,1970.0,49.33
2,EXT3R,extinction3,1975.0,68.06
2,EXT3R,extinction4,0.0,13.16
2,EXT3R,extinction4,5.0,62.67
2,EXT3R,extinction4,10.0,6.94
2,EXT3R,extinction4,15.0,17.57
2,EXT3R,extinction4,20.0,12.16
2,EXT3R,extinction4,25.0,23.29
2,EXT3R,extinction4,30.0,0.0
2,EXT3R,extinction4,35.0,0.0
2,EXT3R,extinction4,40.0,16.22
2,EXT3R,extinction4,45.0,58.67
2,EXT3R,extinction4,50.0,19.74
2,EXT3R,extinction4,55.0,0.0
2,EXT3R,extinction4,60.0,0.0
2,EXT3R,extinction4,65.0,14.67
2,EXT3R,extinction4,70.0,17.11
2,EXT3R,extinction4,75.0,27.03
2,EXT3R,extinction4,80.0,50.0
2,EXT3R,extinction4,85.0,39.47
2,EXT3R,extinction4,90.0,20.27
2,EXT3R,extinction4,95.0,16.22
2,EXT3R,extinction4,100.0,0.0
2,EXT3R,extinction4,105.0,13.16
2,EXT3R,extinction4,110.0,20.27
2,EXT3R,extinction4,115.0,25.33
2,EXT3R,extinction4,120.0,9.59
2,EXT3R,extinction4,125.0,57.89
2,EXT3R,extinction4,130.0,35.14
2,EXT3R,extinction4,135.0,66.67
2,EXT3R,extinction4,140.0,5.33
2,EXT3R,extinction4,145.0,0.0
2,EXT3R,extinction4,150.0,0.0
2,EXT3R,extinction4,155.0,44.59
2,EXT3R,extinction4,160.0,20.0
2,EXT3R,extinction4,165.0,65.33
2,EXT3R,extinction4,170.0,71.62
2,EXT3R,extinction4,175.0,40.0
2,EXT3R,extinction4,180.0,63.51
2,EXT3R,extinction4,185.0,8.11
2,EXT3R,extinction4,190.0,12.16
2,EXT3R,extinction4,195.0,0.0
2,EXT3R,extinction4,200.0,47.3
2,EXT3R,extinction4,205.0,73.33
2,EXT3R,extinction4,210.0,51.35
2,EXT3R,extinction4,215.0,72.97
2,EXT3R,extinction4,220.0,79.73
2,EXT3R,extinction4,225.0,75.34
2,EXT3R,extinction4,230.0,77.33
2,EXT3R,extinction4,235.0,93.24
2,EXT3R,extinction4,240.0,51.35
2,EXT3R,extinction4,245.0,84.93
2,EXT3R,extinction4,250.0,75.34
2,EXT3R,extinction4,255.0,85.14
2,EXT3R,extinction4,260.0,18.67
2,EXT3R,extinction4,265.0,59.21
2,EXT3R,extinction4,270.0,64.0
2,EXT3R,extinction4,275.0,93.24
2,EXT3R,extinction4,280.0,20.55
2,EXT3R,extinction4,285.0,67.61
2,EXT3R,extinction4,290.0,61.11
2,EXT3R,extinction4,295.0,78.67
2,EXT3R,extinction4,300.0,42.11
2,EXT3R,extinction4,305.0,68.0
2,EXT3R,extinction4,310.0,28.17
2,EXT3R,extinction4,315.0,32.0
2,EXT3R,extinction4,320.0,55.26
2,EXT3R,extinction4,325.0,28.77
2,EXT3R,extinction4,330.0,41.33
2,EXT3R,extinction4,335.0,84.93
2,EXT3R,extinction4,340.0,22.22
2,EXT3R,extinction4,345.0,5.48
2,EXT3R,extinction4,350.0,54.67
2,EXT3R,extinction4,355.0,0.0
2,EXT3R,extinction4,360.0,32.43
2,EXT3R,extinction4,365.0,80.0
2,EXT3R,extinction4,370.0,49.32
2,EXT3R,extinction4,375.0,16.44
2,EXT3R,extinction4,380.0,60.81
2,EXT3R,extinction4,385.0,85.14
2,EXT3R,extinction4,390.0,93.33
2,EXT3R,extinction4,395.0,64.86
2,EXT3R,extinction4,400.0,98.63
2,EXT3R,extinction4,405.0,46.67
2,EXT3R,extinction4,410.0,43.24
2,EXT3R,extinction4,415.0,39.73
2,EXT3R,extinction4,420.0,67.57
2,EXT3R,extinction4,425.0,41.89
2,EXT3R,extinction4,430.0,65.79
2,EXT3R,extinction4,435.0,86.67
2,EXT3R,extinction4,440.0,97.3
2,EXT3R,extinction4,445.0,100.0
2,EXT3R,extinction4,450.0,97.33
2,EXT3R,extinction4,455.0,97.33
2,EXT3R,extinction4,460.0,100.0
2,EXT3R,extinction4,465.0,97.22
2,EXT3R,extinction4,470.0,98.67
2,EXT3R,extinction4,475.0,100.0
2,EXT3R,extinction4,480.0,100.0
2,EXT3R,extinction4,485.0,100.0
2,EXT3R,extinction4,490.0,83.33
2,EXT3R,extinction4,495.0,87.84
2,EXT3R,extinction4,500.0,98.61
2,EXT3R,extinction4,505.0,96.05
2,EXT3R,extinction4,510.0,100.0
2,EXT3R,extinction4,515.0,100.0
2,EXT3R,extinction4,520.0,100.0
2,EXT3R,extinction4,525.0,94.67
2,EXT3R,extinction4,530.0,100.0
2,EXT3R,extinction4,535.0,100.0
2,EXT3R,extinction4,540.0,51.35
2,EXT3R,extinction4,545.0,50.0
2,EXT3R,extinction4,550.0,29.33
2,EXT3R,extinction4,555.0,37.5
2,EXT3R,extinction4,560.0,68.92
2,EXT3R,extinction4,565.0,95.95
2,EXT3R,extinction4,570.0,83.78
2,EXT3R,extinction4,575.0,38.16
2,EXT3R,extinction4,580.0,90.41
2,EXT3R,extinction4,585.0,100.0
2,EXT3R,extinction4,590.0,100.0
2,EXT3R,extinction4,595.0,100.0
2,EXT3R,extinction4,600.0,100.0
2,EXT3R,extinction4,605.0,100.0
2,EXT3R,extinction4,610.0,100.0
2,EXT3R,extinction4,615.0,100.0
2,EXT3R,extinction4,620.0,100.0
2,EXT3R,extinction4,625.0,100.0
2,EXT3R,extinction4,630.0,100.0
2,EXT3R,extinction4,635.0,100.0
2,EXT3R,extinction4,640.0,100.0
2,EXT3R,extinction4,645.0,100.0
2,EXT3R,extinction4,650.0,100.0
2,EXT3R,extinction4,655.0,98.68
2,EXT3R,extinction4,660.0,100.0
2,EXT3R,extinction4,665.0,100.0
2,EXT3R,extinction4,670.0,100.0
2,EXT3R,extinction4,675.0,87.84
2,EXT3R,extinction4,680.0,95.89
2,EXT3R,extinction4,685.0,69.33
2,EXT3R,extinction4,690.0,50.67
2,EXT3R,extinction4,695.0,85.92
2,EXT3R,extinction4,700.0,30.26
2,EXT3R,extinction4,705.0,44.0
2,EXT3R,extinction4,710.0,74.67
2,EXT3R,extinction4,715.0,29.33
2,EXT3R,extinction4,720.0,31.08
2,EXT3R,extinction4,725.0,64.0
2,EXT3R,extinction4,730.0,57.33
2,EXT3R,extinction4,735.0,33.33
2,EXT3R,extinction4,740.0,37.84
2,EXT3R,extinction4,745.0,28.38
2,EXT3R,extinction4,750.0,27.03
2,EXT3R,extinction4,755.0,29.17
2,EXT3R,extinction4,760.0,5.41
2,EXT3R,extinction4,765.0,31.51
2,EXT3R,extinction4,770.0,53.33
2,EXT3R,extinction4,775.0,44.0
2,EXT3R,extinction4,780.0,53.42
2,EXT3R,extinction4,785.0,96.05
2,EXT3R,extinction4,790.0,30.67
2,EXT3R,extinction4,795.0,80.0
2,EXT3R,extinction4,800.0,92.0
2,EXT3R,extinction4,805.0,19.44
2,EXT3R,extinction4,810.0,51.32
2,EXT3R,extinction4,815.0,39.73
2,EXT3R,extinction4,820.0,4.0
2,EXT3R,extinction4,825.0,18.06
2,EXT3R,extinction4,830.0,37.84
2,EXT3R,extinction4,835.0,9.59
2,EXT3R,extinction4,840.0,27.78
2,EXT3R,extinction4,845.0,51.32
2,EXT3R,extinction4,850.0,34.67
2,EXT3R,extinction4,855.0,12.16
2,EXT3R,extinction4,860.0,10.81
2,EXT3R,extinction4,865.0,46.58
2,EXT3R,extinction4,870.0,44.59
2,EXT3R,extinction4,875.0,67.57
2,EXT3R,extinction4,880.0,26.03
2,EXT3R,extinction4,885.0,64.86
2,EXT3R,extinction4,890.0,62.16
2,EXT3R,extinction4,895.0,53.42
2,EXT3R,extinction4,900.0,55.41
2,EXT3R,extinction4,905.0,64.0
2,EXT3R,extinction4,910.0,48.0
2,EXT3R,extinction4,915.0,6.58
2,EXT3R,extinction4,920.0,80.82
2,EXT3R,extinction4,925.0,100.0
2,EXT3R,extinction4,930.0,93.33
2,EXT3R,extinction4,935.0,100.0
2,EXT3R,extinction4,940.0,100.0
2,EXT3R,extinction4,945.0,100.0
2,EXT3R,extinction4,950.0,100.0
2,EXT3R,extinction4,955.0,93.24
2,EXT3R,extinction4,960.0,84.93
2,EXT3R,extinction4,965.0,100.0
2,EXT3R,extinction4,970.0,100.0
2,EXT3R,extinction4,975.0,100.0
2,EXT3R,extinction4,980.0,100.0
2,EXT3R,extinction4,985.0,100.0
2,EXT3R,extinction4,990.0,100.0
2,EXT3R,extinction4,995.0,100.0
2,EXT3R,extinction4,1000.0,100.0
2,EXT3R,extinction4,1005.0,100.0
2,EXT3R,extinction4,1010.0,87.84
2,EXT3R,extinction4,1015.0,93.24
2,EXT3R,extinction4,1020.0,100.0
2,EXT3R,extinction4,1025.0,100.0
2,EXT3R,extinction4,1030.0,100.0
2,EXT3R,extinction4,1035.0,100.0
2,EXT3R,extinction4,1040.0,100.0
2,EXT3R,extinction4,1045.0,100.0
2,EXT3R,extinction4,1050.0,100.0
2,EXT3R,extinction4,1055.0,100.0
2,EXT3R,extinction4,1060.0,100.0
2,EXT3R,extinction4,1065.0,100.0
2,EXT3R,extinction4,1070.0,100.0
2,EXT3R,extinction4,1075.0,100.0
2,EXT3R,extinction4,1080.0,52.7
2,EXT3R,extinction4,1085.0,86.49
2,EXT3R,extinction4,1090.0,89.19
2,EXT3R,extinction4,1095.0,46.67
2,EXT3R,extinction4,1100.0,59.72
2,EXT3R,extinction4,1105.0,96.0
2,EXT3R,extinction4,1110.0,40.0
2,EXT3R,extinction4,1115.0,86.49
2,EXT3R,extinction4,1120.0,52.7
2,EXT3R,extinction4,1125.0,100.0
2,EXT3R,extinction4,1130.0,100.0
2,EXT3R,extinction4,1135.0,96.05
2,EXT3R,extinction4,1140.0,100.0
2,EXT3R,extinction4,1145.0,44.59
2,EXT3R,extinction4,1150.0,100.0
2,EXT3R,extinction4,1155.0,100.0
2,EXT3R,extinction4,1160.0,100.0
2,EXT3R,extinction4,1165.0,100.0
2,EXT3R,extinction4,1170.0,100.0
2,EXT3R,extinction4,1175.0,100.0
2,EXT3R,extinction4,1180.0,100.0
2,EXT3R,extinction4,1185.0,100.0
2,EXT3R,extinction4,1190.0,100.0
2,EXT3R,extinction4,1195.0,95.95
2,EXT3R,extinction4,1200.0,96.0
2,EXT3R,extinction4,1205.0,100.0
2,EXT3R,extinction4,1210.0,90.67
2,EXT3R,extinction4,1215.0,100.0
2,EXT3R,extinction4,1220.0,100.0
2,EXT3R,extinction4,1225.0,100.0
2,EXT3R,extinction4,1230.0,100.0
2,EXT3R,extinction4,1235.0,100.0
2,EXT3R,extinction4,1240.0,100.0
2,EXT3R,extinction4,1245.0,100.0
2,EXT3R,extinction4,1250.0,100.0
2,EXT3R,extinction4,1255.0,100.0
2,EXT3R,extinction4,1260.0,35.62
2,EXT3R,extinction4,1265.0,74.65
2,EXT3R,extinction4,1270.0,48.65
2,EXT3R,extinction4,1275.0,31.51
2,EXT3R,extinction4,1280.0,72.97
2,EXT3R,extinction4,1285.0,96.0
2,EXT3R,extinction4,1290.0,47.37
2,EXT3R,extinction4,1295.0,44.74
2,EXT3R,extinction4,1300.0,57.53
2,EXT3R,extinction4,1305.0,70.83
2,EXT3R,extinction4,1310.0,60.53
2,EXT3R,extinction4,1315.0,83.33
2,EXT3R,extinction4,1320.0,64.86
2,EXT3R,extinction4,1325.0,81.08
2,EXT3R,extinction4,1330.0,56.16
2,EXT3R,extinction4,1335.0,97.33
2,EXT3R,extinction4,1340.0,78.38
2,EXT3R,extinction4,1345.0,59.46
2,EXT3R,extinction4,1350.0,64.0
2,EXT3R,extinction4,1355.0,0.0
2,EXT3R,extinction4,1360.0,0.0
2,EXT3R,extinction4,1365.0,41.33
2,EXT3R,extinction4,1370.0,34.25
2,EXT3R,extinction4,1375.0,12.5
2,EXT3R,extinction4,1380.0,57.33
2,EXT3R,extinction4,1385.0,40.54
2,EXT3R,extinction4,1390.0,30.56
2,EXT3R,extinction4,1395.0,40.54
2,EXT3R,extinction4,1400.0,6.76
2,EXT3R,extinction4,1405.0,47.22
2,EXT3R,extinction4,1410.0,48.61
2,EXT3R,extinction4,1415.0,62.16
2,EXT3R,extinction4,1420.0,72.97
2,EXT3R,extinction4,1425.0,47.95
2,EXT3R,extinction4,1430.0,22.37
2,EXT3R,extinction4,1435.0,0.0
2,EXT3R,extinction4,1440.0,5.41
2,EXT3R,extinction4,1445.0,0.0
2,EXT3R,extinction4,1450.0,0.0
2,EXT3R,extinction4,1455.0,0.0
2,EXT3R,extinction4,1460.0,31.08
2,EXT3R,extinction4,1465.0,0.0
2,EXT3R,extinction4,1470.0,6.58
2,EXT3R,extinction4,1475.0,6.67
2,EXT3R,extinction4,1480.0,41.89
2,EXT3R,extinction4,1485.0,73.68
2,EXT3R,extinction4,1490.0,64.86
2,EXT3R,extinction4,1495.0,0.0
2,EXT3R,extinction4,1500.0,6.76
2,EXT3R,extinction4,1505.0,83.78
2,EXT3R,extinction4,1510.0,60.0
2,EXT3R,extinction4,1515.0,42.47
2,EXT3R,extinction4,1520.0,32.89
2,EXT3R,extinction4,1525.0,0.0
2,EXT3R,extinction4,1530.0,14.67
2,EXT3R,extinction4,1535.0,0.0
2,EXT3R,extinction4,1540.0,6.58
2,EXT3R,extinction4,1545.0,54.05
2,EXT3R,extinction4,1550.0,0.0
2,EXT3R,extinction4,1555.0,13.7
2,EXT3R,extinction4,1560.0,28.0
2,EXT3R,extinction4,1565.0,31.51
2,EXT3R,extinction4,1570.0,54.67
2,EXT3R,extinction4,1575.0,53.33
2,EXT3R,extinction4,1580.0,9.33
2,EXT3R,extinction4,1585.0,9.33
2,EXT3R,extinction4,1590.0,46.58
2,EXT3R,extinction4,1595.0,16.22
2,EXT3R,extinction4,1600.0,55.41
2,EXT3R,extinction4,1605.0,8.22
2,EXT3R,extinction4,1610.0,47.3
2,EXT3R,extinction4,1615.0,18.92
2,EXT3R,extinction4,1620.0,20.27
2,EXT3R,extinction4,1625.0,6.76
2,EXT3R,extinction4,1630.0,6.67
2,EXT3R,extinction4,1635.0,5.41
2,EXT3R,extinction4,1640.0,5.41
2,EXT3R,extinction4,1645.0,5.41
2,EXT3R,extinction4,1650.0,38.36
2,EXT3R,extinction4,1655.0,0.0
2,EXT3R,extinction4,1660.0,5.48
2,EXT3R,extinction4,1665.0,33.8
2,EXT3R,extinction4,1670.0,46.58
2,EXT3R,extinction4,1675.0,73.97
2,EXT3R,extinction4,1680.0,58.67
2,EXT3R,extinction4,1685.0,77.03
2,EXT3R,extinction4,1690.0,100.0
2,EXT3R,extinction4,1695.0,89.04
2,EXT3R,extinction4,1700.0,81.08
2,EXT3R,extinction4,1705.0,100.0
2,EXT3R,extinction4,1710.0,100.0
2,EXT3R,extinction4,1715.0,100.0
2,EXT3R,extinction4,1720.0,100.0
2,EXT3R,extinction4,1725.0,100.0
2,EXT3R,extinction4,1730.0,97.26
2,EXT3R,extinction4,1735.0,100.0
2,EXT3R,extinction4,1740.0,100.0
2,EXT3R,extinction4,1745.0,100.0
2,EXT3R,extinction4,1750.0,100.0
2,EXT3R,extinction4,1755.0,100.0
2,EXT3R,extinction4,1760.0,100.0
2,EXT3R,extinction4,1765.0,80.82
2,EXT3R,extinction4,1770.0,100.0
2,EXT3R,extinction4,1775.0,100.0
2,EXT3R,extinction4,1780.0,100.0
2,EXT3R,extinction4,1785.0,100.0
2,EXT3R,extinction4,1790.0,100.0
2,EXT3R,extinction4,1795.0,100.0
2,EXT3R,extinction4,1800.0,16.67
2,EXT3R,extinction4,1805.0,24.66
2,EXT3R,extinction4,1810.0,65.79
2,EXT3R,extinction4,1815.0,57.33
2,EXT3R,extinction4,1820.0,52.05
2,EXT3R,extinction4,1825.0,72.0
2,EXT3R,extinction4,1830.0,63.01
2,EXT3R,extinction4,1835.0,86.3
2,EXT3R,extinction4,1840.0,67.14
2,EXT3R,extinction4,1845.0,100.0
2,EXT3R,extinction4,1850.0,98.63
2,EXT3R,extinction4,1855.0,93.33
2,EXT3R,extinction4,1860.0,87.84
2,EXT3R,extinction4,1865.0,100.0
2,EXT3R,extinction4,1870.0,100.0
2,EXT3R,extinction4,1875.0,86.3
2,EXT3R,extinction4,1880.0,100.0
2,EXT3R,extinction4,1885.0,100.0
2,EXT3R,extinction4,1890.0,100.0
2,EXT3R,extinction4,1895.0,76.0
2,EXT3R,extinction4,1900.0,14.86
2,EXT3R,extinction4,1905.0,60.0
2,EXT3R,extinction4,1910.0,81.08
2,EXT3R,extinction4,1915.0,18.06
2,EXT3R,extinction4,1920.0,65.33
2,EXT3R,extinction4,1925.0,54.79
2,EXT3R,extinction4,1930.0,22.97
2,EXT3R,extinction4,1935.0,89.04
2,EXT3R,extinction4,1940.0,85.33
2,EXT3R,extinction4,1945.0,78.67
2,EXT3R,extinction4,1950.0,100.0
2,EXT3R,extinction4,1955.0,100.0
2,EXT3R,extinction4,1960.0,81.33
2,EXT3R,extinction4,1965.0,58.67
2,EXT3R,extinction4,1970.0,82.43
2,EXT3R,extinction4,1975.0,71.23
2,EXT3R,learning,0.0,36.84
2,EXT3R,learning,5.0,0.0
2,EXT3R,learning,10.0,17.33
2,EXT3R,learning,15.0,5.26
2,EXT3R,learning,20.0,0.0
2,EXT3R,learning,25.0,10.53
2,EXT3R,learning,30.0,8.11
2,EXT3R,learning,35.0,0.0
2,EXT3R,learning,40.0,0.0
2,EXT3R,learning,45.0,0.0
2,EXT3R,learning,50.0,0.0
2,EXT3R,learning,55.0,6.76
2,EXT3R,learning,60.0,0.0
2,EXT3R,learning,65.0,12.16
2,EXT3R,learning,70.0,5.8
2,EXT3R,learning,75.0,0.0
2,EXT3R,learning,80.0,22.67
2,EXT3R,learning,85.0,0.0
2,EXT3R,learning,90.0,14.86
2,EXT3R,learning,95.0,31.08
2,EXT3R,learning,100.0,17.57
2,EXT3R,learning,105.0,0.0
2,EXT3R,learning,110.0,0.0
2,EXT3R,learning,115.0,14.67
2,EXT3R,learning,120.0,5.33
2,EXT3R,learning,125.0,0.0
2,EXT3R,learning,130.0,0.0
2,EXT3R,learning,135.0,5.26
2,EXT3R,learning,140.0,0.0
2,EXT3R,learning,145.0,10.53
2,EXT3R,learning,150.0,0.0
2,EXT3R,learning,155.0,0.0
2,EXT3R,learning,160.0,12.16
2,EXT3R,learning,165.0,0.0
2,EXT3R,learning,170.0,0.0
2,EXT3R,learning,175.0,29.33
2,EXT3R,learning,180.0,2.7
2,EXT3R,learning,185.0,8.0
2,EXT3R,learning,190.0,63.01
2,EXT3R,learning,195.0,35.53
2,EXT3R,learning,200.0,17.57
2,EXT3R,learning,205.0,22.37
2,EXT3R,learning,210.0,0.0
2,EXT3R,learning,215.0,0.0
2,EXT3R,learning,220.0,32.89
2,EXT3R,learning,225.0,0.0
2,EXT3R,learning,230.0,6.85
2,EXT3R,learning,235.0,0.0
2,EXT3R,learning,240.0,6.67
2,EXT3R,learning,245.0,0.0
2,EXT3R,learning,250.0,16.22
2,EXT3R,learning,255.0,4.0
2,EXT3R,learning,260.0,0.0
2,EXT3R,learning,265.0,0.0
2,EXT3R,learning,270.0,12.5
2,EXT3R,learning,275.0,22.67
2,EXT3R,learning,280.0,0.0
2,EXT3R,learning,285.0,13.33
2,EXT3R,learning,290.0,0.0
2,EXT3R,learning,295.0,0.0
2,EXT3R,learning,300.0,6.67
2,EXT3R,learning,305.0,0.0
2,EXT3R,learning,310.0,16.0
2,EXT3R,learning,315.0,1.35
2,EXT3R,learning,320.0,0.0
2,EXT3R,learning,325.0,0.0
2,EXT3R,learning,330.0,5.33
2,EXT3R,learning,335.0,13.33
2,EXT3R,learning,340.0,8.11
2,EXT3R,learning,345.0,0.0
2,EXT3R,learning,350.0,0.0
2,EXT3R,learning,355.0,0.0
2,EXT3R,learning,360.0,0.0
2,EXT3R,learning,365.0,0.0
2,EXT3R,learning,370.0,0.0
2,EXT3R,learning,375.0,8.11
2,EXT3R,learning,380.0,0.0
2,EXT3R,learning,385.0,0.0
2,EXT3R,learning,390.0,9.21
2,EXT3R,learning,395.0,9.21
2,EXT3R,learning,400.0,13.16
2,EXT3R,learning,405.0,0.0
2,EXT3R,learning,410.0,27.63
2,EXT3R,learning,415.0,0.0
2,EXT3R,learning,420.0,0.0
2,EXT3R,learning,425.0,0.0
2,EXT3R,learning,430.0,0.0
2,EXT3R,learning,435.0,0.0
2,EXT3R,learning,440.0,0.0
2,EXT3R,learning,445.0,0.0
2,EXT3R,learning,450.0,16.0
2,EXT3R,learning,455.0,14.47
2,EXT3R,learning,460.0,0.0
2,EXT3R,learning,465.0,0.0
2,EXT3R,learning,470.0,0.0
2,EXT3R,learning,475.0,12.0
2,EXT3R,learning,480.0,0.0
2,EXT3R,learning,485.0,1.32
2,EXT3R,learning,490.0,8.22
2,EXT3R,learning,495.0,0.0
2,EXT3R,learning,500.0,0.0
2,EXT3R,learning,505.0,0.0
2,EXT3R,learning,510.0,0.0
2,EXT3R,learning,515.0,0.0
2,EXT3R,learning,520.0,6.58
2,EXT3R,learning,525.0,1.37
2,EXT3R,learning,530.0,11.84
2,EXT3R,learning,535.0,6.76
2,EXT3R,learning,540.0,0.0
2,EXT3R,learning,545.0,0.0
2,EXT3R,learning,550.0,0.0
2,EXT3R,learning,555.0,0.0
2,EXT3R,learning,560.0,0.0
2,EXT3R,learning,565.0,4.17
2,EXT3R,learning,570.0,1.33
2,EXT3R,learning,575.0,0.0
2,EXT3R,learning,580.0,0.0
2,EXT3R,learning,585.0,0.0
2,EXT3R,learning,590.0,0.0
2,EXT3R,learning,595.0,0.0
2,EXT3R,learning,600.0,0.0
2,EXT3R,learning,605.0,9.33
