study,subject_id,session_name,time_bin_start_s,usv22_call_count_5s,usv50_call_count_5s
2,EXT2R,extinction1,1870.0,2,0
2,EXT2R,extinction1,1880.0,3,0
2,EXT2R,extinction1,1885.0,1,0
2,EXT2R,extinction1,1890.0,1,0
2,EXT2R,extinction1,1895.0,3,0
2,EXT2R,extinction1,1905.0,3,0
2,EXT2R,extinction1,1920.0,2,0
2,EXT2R,extinction1,1925.0,1,0
2,EXT2R,extinction1,1935.0,1,0
2,EXT2R,extinction1,1940.0,1,0
2,EXT2R,extinction1,1945.0,4,0
2,EXT2R,extinction1,1950.0,1,0
2,EXT2R,extinction1,1965.0,4,0
2,EXT2R,extinction1,2000.0,1,0
2,EXT2R,extinction1,2005.0,4,0
2,EXT2R,extinction1,2010.0,4,0
2,EXT2R,extinction1,2015.0,3,0
2,EXT2R,extinction1,2020.0,2,0
2,EXT2R,extinction1,2025.0,1,0
2,EXT2R,extinction1,2030.0,2,0
2,EXT2R,extinction1,2035.0,1,0
2,EXT2R,extinction1,2040.0,3,0
2,EXT2R,extinction1,2055.0,1,0
2,EXT2R,extinction1,2060.0,3,0
2,EXT2R,extinction1,2085.0,2,0
2,EXT2R,extinction1,2095.0,2,0
2,EXT2R,extinction1,2100.0,2,0
2,EXT2R,extinction1,2115.0,1,0
2,EXT2R,extinction1,2120.0,1,0
2,EXT2R,extinction1,2180.0,1,0
2,EXT2R,extinction1,2185.0,3,0
2,EXT2R,extinction1,2190.0,3,0
2,EXT2R,extinction1,2195.0,1,0
2,EXT2R,extinction1,2200.0,1,0
2,EXT2R,extinction1,2205.0,3,0
2,EXT2R,extinction1,2210.0,1,0
2,EXT2R,extinction1,2215.0,2,0
2,EXT2R,extinction1,2220.0,1,0
2,EXT2R,extinction1,2225.0,4,0
2,EXT2R,extinction1,2230.0,2,0
2,EXT2R,extinction1,2235.0,1,0
2,EXT2R,extinction1,2240.0,1,0
2,EXT2R,extinction1,2550.0,2,0
2,EXT2R,extinction1,2555.0,3,0
2,EXT2R,extinction1,2560.0,2,0
2,EXT2R,extinction1,2565.0,2,0
2,EXT2R,extinction1,2570.0,2,0
2,EXT2R,extinction1,2575.0,1,0
2,EXT2R,extinction1,2580.0,3,0
2,EXT2R,extinction1,2715.0,1,0
2,EXT2R,extinction1,2720.0,2,0
2,EXT2R,extinction1,2725.0,4,0
2,EXT2R,extinction1,2730.0,4,0
2,EXT2R,extinction1,2735.0,3,0
2,EXT2R,extinction1,2740.0,4,0
2,EXT2R,extinction1,2745.0,3,0
2,EXT2R,extinction1,2750.0,5,0
2,EXT2R,extinction1,2755.0,4,0
2,EXT2R,extinction1,2760.0,4,0
2,EXT2R,extinction1,2765.0,4,0
2,EXT2R,extinction1,2770.0,3,0
2,EXT2R,extinction1,2775.0,2,0
2,EXT2R,extinction1,2780.0,2,0
2,EXT2R,extinction1,2785.0,3,0
2,EXT2R,extinction1,2790.0,2,0
2,EXT2R,extinction1,2795.0,3,0
2,EXT2R,extinction1,2800.0,1,0
2,EXT2R,extinction1,2805.0,3,0
2,EXT2R,extinction1,2810.0,3,0
2,EXT2R,extinction1,2820.0,2,0
2,EXT2R,extinction1,2825.0,3,0
2,EXT2R,extinction1,2830.0,4,0
2,EXT2R,extinction1,2900.0,1,0
2,EXT2R,extinction1,2905.0,2,0
2,EXT2R,extinction1,2910.0,4,0
2,EXT2R,extinction1,2915.0,4,0
2,EXT2R,extinction1,2920.0,4,0
2,EXT2R,extinction1,2925.0,4,0
2,EXT2R,extinction1,2930.0,4,0
2,EXT2R,extinction1,2935.0,4,0
2,EXT2R,extinction1,2940.0,2,0
2,EXT2R,extinction1,2945.0,3,0
2,EXT2R,extinction1,2950.0,5,0
2,EXT2R,extinction1,2955.0,2,0
2,EXT2R,extinction1,2960.0,3,0
2,EXT2R,extinction1,2965.0,4,0
2,EXT2R,extinction1,2970.0,1,0
2,EXT2R,extinction1,2975.0,3,0
2,EXT2R,extinction1,2980.0,4,0
2,EXT2R,extinction1,2985.0,2,0
2,EXT2R,extinction1,2995.0,2,0
2,EXT2R,extinction1,3000.0,3,0
2,EXT2R,extinction1,3005.0,2,0
2,EXT2R,extinction1,3020.0,1,0
2,EXT2R,extinction1,3070.0,2,0
2,EXT2R,extinction1,3075.0,1,0
2,EXT2R,extinction1,3080.0,2,0
2,EXT2R,extinction1,3085.0,3,0
2,EXT2R,extinction1,3090.0,2,0
2,EXT2R,extinction1,3095.0,2,0
2,EXT2R,extinction1,3100.0,3,0
2,EXT2R,extinction1,3105.0,1,0
2,EXT2R,extinction1,3110.0,2,0
2,EXT2R,extinction1,3115.0,1,0
2,EXT2R,extinction1,3120.0,2,0
2,EXT2R,extinction1,3125.0,3,0
2,EXT2R,extinction1,3130.0,1,0
2,EXT2R,extinction1,3260.0,1,0
2,EXT2R,extinction1,3265.0,2,0
2,EXT2R,extinction1,3270.0,3,0
2,EXT2R,extinction1,3275.0,2,0
2,EXT2R,extinction1,3280.0,2,0
2,EXT2R,extinction1,3285.0,2,0
2,EXT2R,extinction1,3290.0,2,0
2,EXT2R,extinction1,3295.0,1,0
2,EXT2R,extinction1,3300.0,3,0
2,EXT2R,extinction1,3310.0,1,0
2,EXT2R,extinction1,3320.0,2,0
2,EXT2R,extinction2,5.0,0,3
2,EXT2R,extinction2,15.0,0,2
2,EXT2R,extinction2,25.0,0,1
2,EXT2R,extinction2,50.0,0,3
2,EXT2R,extinction2,75.0,0,2
2,EXT2R,extinction2,80.0,0,2
2,EXT2R,extinction2,90.0,0,1
2,EXT2R,extinction2,95.0,0,2
2,EXT2R,extinction2,115.0,0,1
2,EXT2R,extinction3,30.0,0,1
2,EXT2R,extinction3,35.0,0,3
2,EXT2R,extinction3,40.0,0,1
2,EXT2R,extinction3,50.0,0,2
2,EXT2R,extinction3,100.0,0,1
2,EXT2R,extinction3,105.0,0,1
2,EXT2R,extinction3,130.0,0,1
2,EXT2R,extinction3,410.0,5,0
2,EXT2R,extinction3,420.0,2,0
2,EXT2R,extinction3,425.0,4,0
2,EXT2R,extinction3,430.0,2,0
2,EXT2R,extinction4,15.0,0,2
2,EXT2R,extinction4,20.0,0,2
2,EXT2R,extinction4,25.0,0,3
2,EXT2R,extinction4,65.0,0,1
2,EXT2R,extinction4,90.0,0,1
2,EXT2R,extinction4,160.0,0,1
2,EXT2R,learning,0.0,0,1
2,EXT2R,learning,5.0,0,1
2,EXT2R,learning,10.0,0,2
2,EXT2R,learning,20.0,0,8
2,EXT2R,learning,25.0,0,15
2,EXT2R,learning,35.0,0,2
2,EXT2R,learning,40.0,0,2
2,EXT2R,learning,45.0,0,6
2,EXT2R,learning,50.0,0,6
2,EXT2R,learning,55.0,0,2
2,EXT2R,learning,60.0,0,3
2,EXT2R,learning,65.0,0,4
2,EXT2R,learning,75.0,0,1
2,EXT2R,learning,80.0,0,8
2,EXT2R,learning,85.0,0,6
2,EXT2R,learning,90.0,0,6
2,EXT2R,learning,95.0,0,6
2,EXT2R,learning,100.0,0,9
2,EXT2R,learning,105.0,0,1
2,EXT2R,learning,140.0,0,3
2,EXT2R,learning,145.0,0,1
2,EXT2R,learning,155.0,0,1
2,EXT2R,learning,160.0,0,1
2,EXT2R,learning,170.0,0,2
2,EXT2R,learning,195.0,0,6
2,EXT2R,learning,245.0,0,1
2,EXT2R,learning,255.0,0,3
2,EXT2R,learning,260.0,0,2
2,EXT2R,learning,280.0,0,3
2,EXT2R,learning,285.0,0,2
2,EXT2R,learning,330.0,0,4
2,EXT2R,learning,375.0,0,3
2,EXT2R,learning,385.0,0,1
2,EXT2R,learning,425.0,0,2
2,EXT2R,learning,435.0,0,3
2,EXT2R,learning,440.0,0,1
2,EXT2R,learning,660.0,0,2
2,EXT2R,learning,670.0,0,1
2,EXT2R,learning,675.0,0,2
2,EXT2R,learning,680.0,0,4
2,EXT2R,learning,685.0,0,4
2,EXT2R,learning,695.0,0,2
2,EXT2R,learning,710.0,0,1
2,EXT2R,learning,715.0,0,1
2,EXT2R,learning,725.0,0,1
2,EXT2R,learning,730.0,0,1
2,EXT2R,learning,740.0,0,1
2,EXT2R,learning,745.0,0,2
2,EXT2R,learning,755.0,0,1
2,EXT2R,learning,800.0,0,2
2,EXT2R,learning,805.0,2,1
2,EXT2R,learning,810.0,2,1
2,EXT2R,learning,815.0,0,2
2,EXT2R,learning,820.0,0,3
2,EXT2R,learning,825.0,0,9
2,EXT2R,learning,830.0,0,2
2,EXT2R,learning,835.0,0,14
2,EXT2R,learning,840.0,0,2
2,EXT2R,learning,845.0,1,4
2,EXT2R,learning,850.0,0,9
2,EXT2R,learning,855.0,1,1
2,EXT2R,learning,860.0,0,2
2,EXT2R,learning,865.0,0,2
2,EXT2R,learning,870.0,0,5
2,EXT2R,learning,875.0,1,0
2,EXT2R,learning,880.0,1,5
2,EXT2R,learning,885.0,0,5
2,EXT2R,learning,890.0,0,1
2,EXT2R,learning,895.0,1,1
2,EXT2R,learning,900.0,0,2
2,EXT2R,learning,910.0,1,1
2,EXT2R,learning,915.0,0,1
2,EXT2R,learning,920.0,1,3
2,EXT2R,learning,925.0,1,2
2,EXT2R,learning,930.0,1,0
2,EXT2R,learning,935.0,1,1
2,EXT2R,learning,940.0,1,0
2,EXT2R,learning,945.0,1,2
2,EXT2R,learning,950.0,1,1
2,EXT2R,learning,955.0,2,0
2,EXT2R,learning,980.0,0,2
2,EXT2R,learning,985.0,2,0
2,EXT2R,learning,990.0,1,1
2,EXT2R,learning,995.0,0,3
2,EXT2R,learning,1000.0,1,3
2,EXT2R,learning,1005.0,1,3
2,EXT2R,learning,1010.0,1,3
2,EXT2R,learning,1015.0,0,3
2,EXT2R,learning,1020.0,0,4
2,EXT2R,learning,1030.0,1,1
2,EXT2R,learning,1035.0,3,1
2,EXT2R,learning,1040.0,2,0
2,EXT2R,learning,1045.0,4,2
2,EXT2R,learning,1050.0,1,1
2,EXT2R,learning,1055.0,4,0
2,EXT2R,learning,1060.0,2,0
2,EXT2R,learning,1065.0,2,1
2,EXT2R,learning,1070.0,2,2
2,EXT2R,learning,1075.0,0,1
2,EXT2R,learning,1080.0,1,1
2,EXT2R,learning,1085.0,3,1
2,EXT2R,learning,1090.0,0,4
2,EXT2R,learning,1095.0,1,3
2,EXT2R,learning,1100.0,1,0
2,EXT2R,learning,1105.0,3,0
2,EXT2R,learning,1110.0,1,3
2,EXT2R,learning,1115.0,1,1
2,EXT2R,learning,1120.0,2,1
2,EXT2R,learning,1125.0,3,4
2,EXT2R,learning,1130.0,3,1
2,EXT2R,learning,1135.0,2,1
2,EXT2R,learning,1145.0,0,2
2,EXT2R,renewal,0.0,0,7
2,EXT2R,renewal,5.0,0,6
2,EXT2R,renewal,10.0,0,9
2,EXT2R,renewal,15.0,0,10
2,EXT2R,renewal,20.0,0,3
2,EXT2R,renewal,25.0,0,3
2,EXT2R,renewal,30.0,0,1
2,EXT2R,renewal,35.0,0,7
2,EXT2R,renewal,40.0,0,5
2,EXT2R,renewal,45.0,0,1
2,EXT2R,renewal,50.0,0,2
2,EXT2R,renewal,55.0,0,6
2,EXT2R,renewal,60.0,0,6
2,EXT2R,renewal,65.0,0,1
2,EXT2R,renewal,75.0,0,2
2,EXT2R,renewal,105.0,0,1
2,EXT2R,renewal,110.0,0,1
2,EXT2R,renewal,115.0,0,1
2,EXT2R,retrieval,110.0,0,1
2,EXT3B,LTM1,10.0,0,2
2,EXT3B,LTM1,65.0,0,1
2,EXT3B,LTM1,85.0,0,1
2,EXT3B,LTM1,195.0,0,1
2,EXT3B,LTM1,330.0,1,0
2,EXT3B,LTM1,335.0,1,0
2,EXT3B,LTM1,350.0,2,0
2,EXT3B,LTM1,360.0,1,0
2,EXT3B,LTM1,365.0,1,0
2,EXT3B,LTM1,375.0,1,0
2,EXT3B,LTM1,620.0,0,1
2,EXT3B,LTM1,705.0,0,1
2,EXT3B,LTM1,710.0,0,1
2,EXT3B,LTM1,730.0,0,1
2,EXT3B,LTM2,60.0,0,2
2,EXT3B,LTM2,130.0,0,1
2,EXT3B,LTM2,315.0,0,1
2,EXT3B,LTM2,545.0,0,1
2,EXT3B,LTM2,550.0,0,1
2,EXT3B,LTM2,555.0,0,2
2,EXT3B,LTM2,560.0,0,2
2,EXT3B,LTM2,565.0,0,2
2,EXT3B,LTM2,570.0,0,2
2,EXT3B,LTM2,575.0,0,2
2,EXT3B,LTM2,620.0,0,1
2,EXT3B,LTM2,675.0,0,1
2,EXT3B,LTM2,690.0,0,1
2,EXT3B,LTM2,695.0,0,1
2,EXT3B,LTM2,700.0,0,1
2,EXT3B,LTM2,705.0,0,1
2,EXT3B,LTM2,710.0,0,1
2,EXT3B,LTM2,715.0,0,1
2,EXT3B,LTM2,720.0,0,1
2,EXT3B,extinction1,5.0,0,2
2,EXT3B,extinction1,10.0,0,1
2,EXT3B,extinction1,20.0,0,3
2,EXT3B,extinction1,30.0,0,1
2,EXT3B,extinction1,710.0,0,1
2,EXT3B,extinction1,715.0,0,2
2,EXT3B,extinction1,820.0,0,1
2,EXT3B,extinction1,825.0,0,1
2,EXT3B,extinction1,830.0,0,1
2,EXT3B,extinction1,850.0,0,1
2,EXT3B,extinction1,1280.0,0,1
2,EXT3B,extinction1,2690.0,0,1
2,EXT3B,extinction1,2730.0,0,1
2,EXT3B,extinction1,2830.0,0,1
2,EXT3B,extinction1,2835.0,0,1
2,EXT3B,extinction1,2845.0,0,1
2,EXT3B,extinction1,2950.0,0,1
2,EXT3B,extinction1,2955.0,0,1
2,EXT3B,extinction1,2965.0,0,1
2,EXT3B,extinction1,3440.0,0,2
2,EXT3B,extinction2,0.0,0,3
2,EXT3B,extinction2,5.0,0,1
2,EXT3B,extinction2,10.0,0,1
2,EXT3B,extinction2,25.0,0,1
2,EXT3B,extinction2,30.0,0,1
2,EXT3B,extinction2,35.0,0,4
2,EXT3B,extinction2,40.0,0,2
2,EXT3B,extinction2,45.0,0,2
2,EXT3B,extinction2,50.0,0,3
2,EXT3B,extinction2,55.0,0,2
2,EXT3B,extinction2,60.0,0,2
2,EXT3B,extinction2,70.0,0,1
2,EXT3B,extinction2,80.0,0,2
2,EXT3B,extinction2,85.0,0,1
2,EXT3B,extinction2,100.0,0,3
2,EXT3B,extinction2,105.0,0,3
2,EXT3B,extinction2,110.0,0,2
2,EXT3B,extinction2,115.0,0,1
2,EXT3B,extinction2,120.0,0,2
2,EXT3B,extinction2,135.0,0,1
2,EXT3B,extinction2,165.0,0,1
2,EXT3B,extinction2,170.0,0,2
2,EXT3B,extinction2,175.0,0,4
2,EXT3B,extinction2,205.0,0,1
2,EXT3B,extinction2,210.0,0,1
2,EXT3B,extinction2,215.0,0,1
2,EXT3B,extinction2,220.0,0,1
2,EXT3B,extinction2,245.0,0,1
2,EXT3B,extinction2,250.0,0,2
2,EXT3B,extinction2,255.0,0,1
2,EXT3B,extinction2,260.0,0,1
2,EXT3B,extinction2,265.0,0,1
2,EXT3B,extinction2,275.0,0,1
2,EXT3B,extinction2,280.0,0,2
2,EXT3B,extinction2,285.0,0,1
2,EXT3B,extinction2,290.0,0,1
2,EXT3B,extinction2,295.0,0,1
2,EXT3B,extinction2,305.0,0,1
2,EXT3B,extinction2,315.0,0,1
2,EXT3B,extinction2,320.0,0,1
2,EXT3B,extinction2,335.0,0,2
2,EXT3B,extinction2,340.0,0,1
2,EXT3B,extinction2,360.0,0,1
2,EXT3B,extinction2,390.0,0,3
2,EXT3B,extinction2,395.0,0,1
2,EXT3B,extinction2,400.0,0,1
2,EXT3B,extinction2,425.0,0,1
2,EXT3B,extinction2,430.0,0,1
2,EXT3B,extinction2,460.0,0,1
2,EXT3B,extinction2,465.0,0,1
2,EXT3B,extinction2,470.0,0,1
2,EXT3B,extinction2,480.0,0,1
2,EXT3B,extinction2,485.0,0,2
2,EXT3B,extinction2,500.0,0,1
2,EXT3B,extinction2,510.0,0,1
2,EXT3B,extinction2,515.0,0,1
2,EXT3B,extinction2,540.0,0,1
2,EXT3B,extinction2,595.0,0,1
2,EXT3B,extinction2,835.0,0,1
2,EXT3B,extinction2,845.0,0,1
2,EXT3B,extinction2,975.0,0,1
2,EXT3B,extinction2,1175.0,0,1
2,EXT3B,extinction2,1200.0,0,1
2,EXT3B,extinction2,1205.0,0,1
2,EXT3B,extinction2,1240.0,0,1
2,EXT3B,extinction2,1725.0,0,1
2,EXT3B,extinction2,1730.0,0,1
2,EXT3B,extinction2,1735.0,0,2
2,EXT3B,extinction2,1750.0,0,1
2,EXT3B,extinction2,1990.0,0,1
2,EXT3B,extinction3,0.0,0,3
2,EXT3B,extinction3,5.0,0,8
2,EXT3B,extinction3,10.0,0,5
2,EXT3B,extinction3,15.0,0,8
2,EXT3B,extinction3,20.0,0,1
2,EXT3B,extinction3,25.0,0,3
2,EXT3B,extinction3,30.0,0,3
2,EXT3B,extinction3,35.0,0,2
2,EXT3B,extinction3,40.0,0,2
2,EXT3B,extinction3,45.0,0,1
2,EXT3B,extinction3,50.0,0,1
2,EXT3B,extinction3,65.0,0,1
2,EXT3B,extinction3,75.0,0,1
2,EXT3B,extinction3,95.0,0,1
2,EXT3B,extinction3,105.0,0,1
2,EXT3B,extinction3,115.0,0,2
2,EXT3B,extinction3,140.0,0,1
2,EXT3B,extinction3,170.0,0,1
2,EXT3B,extinction3,180.0,0,2
2,EXT3B,extinction3,685.0,0,1
2,EXT3B,extinction3,1200.0,0,1
2,EXT3B,extinction3,1290.0,0,1
2,EXT3B,extinction3,1295.0,0,1
2,EXT3B,extinction3,1300.0,0,1
2,EXT3B,extinction3,1305.0,0,1
2,EXT3B,extinction3,1310.0,0,1
2,EXT3B,extinction3,1350.0,1,0
2,EXT3B,extinction3,1365.0,1,0
2,EXT3B,extinction3,1405.0,0,1
2,EXT3B,extinction3,1425.0,1,0
2,EXT3B,extinction3,1430.0,1,0
2,EXT3B,extinction3,1475.0,0,1
2,EXT3B,extinction3,1490.0,1,0
2,EXT3B,extinction3,1520.0,1,1
2,EXT3B,extinction3,1525.0,1,0
2,EXT3B,extinction3,1530.0,0,3
2,EXT3B,extinction3,1535.0,0,2
2,EXT3B,extinction3,1540.0,0,2
2,EXT3B,extinction3,1545.0,0,1
2,EXT3B,extinction3,1550.0,0,1
2,EXT3B,extinction3,1555.0,0,1
2,EXT3B,extinction3,1560.0,0,1
2,EXT3B,extinction3,1565.0,0,2
2,EXT3B,extinction3,1595.0,0,1
2,EXT3B,extinction3,1600.0,0,1
2,EXT3B,extinction3,1615.0,0,1
2,EXT3B,extinction3,1620.0,0,1
2,EXT3B,extinction3,1695.0,0,1
2,EXT3B,extinction3,1705.0,0,2
2,EXT3B,extinction3,1715.0,0,2
2,EXT3B,extinction3,1720.0,0,1
2,EXT3B,extinction3,1780.0,0,1
2,EXT3B,extinction3,1980.0,0,1
2,EXT3B,extinction4,0.0,0,4
2,EXT3B,extinction4,5.0,0,1
2,EXT3B,extinction4,55.0,1,0
2,EXT3B,extinction4,85.0,0,1
2,EXT3B,extinction4,90.0,0,2
2,EXT3B,extinction4,700.0,3,0
2,EXT3B,extinction4,745.0,0,1
2,EXT3B,extinction4,755.0,0,1
2,EXT3B,extinction4,765.0,0,1
2,EXT3B,extinction4,875.0,0,1
2,EXT3B,extinction4,975.0,0,1
2,EXT3B,extinction4,1480.0,0,1
2,EXT3B,extinction4,1485.0,0,1
2,EXT3B,extinction4,1490.0,0,1
2,EXT3B,extinction4,1495.0,0,1
2,EXT3B,extinction4,1510.0,0,1
2,EXT3B,extinction4,1520.0,0,1
2,EXT3B,extinction4,1530.0,0,1
2,EXT3B,extinction4,1535.0,0,1
2,EXT3B,extinction4,1595.0,0,1
2,EXT3B,extinction4,1775.0,0,1
2,EXT3B,extinction4,1830.0,0,2
2,EXT3B,extinction4,1835.0,0,1
2,EXT3B,extinction4,1840.0,0,1
2,EXT3B,extinction4,1955.0,0,2
2,EXT3B,extinction4,1960.0,0,3
2,EXT3B,extinction4,1965.0,0,3
2,EXT3B,extinction4,1970.0,0,3
2,EXT3B,extinction4,1975.0,0,6
2,EXT3B,extinction4,1980.0,0,5
2,EXT3B,learning,0.0,0,1
2,EXT3B,learning,5.0,0,3
2,EXT3B,learning,10.0,0,5
2,EXT3B,learning,15.0,0,6
2,EXT3B,learning,20.0,0,2
2,EXT3B,learning,25.0,0,3
2,EXT3B,learning,30.0,0,1
2,EXT3B,learning,35.0,0,1
2,EXT3B,learning,55.0,0,1
2,EXT3B,learning,65.0,0,2
2,EXT3B,learning,70.0,0,2
2,EXT3B,learning,75.0,0,2
2,EXT3B,learning,80.0,0,1
2,EXT3B,learning,85.0,0,2
2,EXT3B,learning,90.0,0,2
2,EXT3B,learning,105.0,0,1
2,EXT3B,learning,115.0,0,3
2,EXT3B,learning,135.0,0,1
2,EXT3B,learning,145.0,0,5
2,EXT3B,learning,155.0,0,1
2,EXT3B,learning,170.0,0,1
2,EXT3B,learning,185.0,0,2
2,EXT3B,learning,190.0,0,4
2,EXT3B,learning,195.0,0,2
2,EXT3B,learning,200.0,0,2
2,EXT3B,learning,205.0,0,1
2,EXT3B,learning,220.0,0,1
2,EXT3B,learning,230.0,0,2
2,EXT3B,learning,235.0,0,2
2,EXT3B,learning,250.0,0,2
2,EXT3B,learning,265.0,0,1
2,EXT3B,learning,280.0,0,1
2,EXT3B,learning,300.0,0,3
2,EXT3B,learning,305.0,0,1
2,EXT3B,learning,325.0,0,1
2,EXT3B,learning,340.0,0,1
2,EXT3B,learning,345.0,0,1
2,EXT3B,learning,350.0,0,1
2,EXT3B,learning,365.0,0,2
2,EXT3B,learning,415.0,0,1
2,EXT3B,learning,420.0,0,1
2,EXT3B,learning,525.0,0,2
2,EXT3B,learning,535.0,0,1
2,EXT3B,learning,550.0,0,2
2,EXT3B,learning,620.0,0,1
2,EXT3B,learning,625.0,0,5
2,EXT3B,learning,630.0,0,5
2,EXT3B,learning,635.0,0,2
2,EXT3B,learning,640.0,0,1
2,EXT3B,learning,645.0,0,1
2,EXT3B,learning,650.0,0,1
2,EXT3B,learning,800.0,1,0
2,EXT3B,learning,810.0,1,4
2,EXT3B,learning,815.0,5,2
2,EXT3B,learning,820.0,2,2
2,EXT3B,learning,825.0,1,0
2,EXT3B,learning,835.0,1,0
2,EXT3B,learning,840.0,1,3
2,EXT3B,learning,845.0,0,2
2,EXT3B,learning,850.0,2,0
2,EXT3B,learning,855.0,2,2
2,EXT3B,learning,865.0,2,2
2,EXT3B,learning,870.0,2,4
2,EXT3B,learning,875.0,4,4
2,EXT3B,learning,880.0,3,9
2,EXT3B,learning,885.0,3,5
2,EXT3B,learning,890.0,3,3
2,EXT3B,learning,895.0,2,1
2,EXT3B,learning,905.0,1,2
2,EXT3B,learning,910.0,3,4
2,EXT3B,learning,915.0,3,2
2,EXT3B,learning,920.0,3,3
2,EXT3B,learning,925.0,3,5
2,EXT3B,learning,935.0,1,1
2,EXT3B,learning,940.0,3,2
2,EXT3B,learning,945.0,1,2
2,EXT3B,learning,950.0,1,2
2,EXT3B,learning,955.0,3,3
2,EXT3B,learning,960.0,2,0
2,EXT3B,learning,980.0,3,2
2,EXT3B,learning,1010.0,0,1
2,EXT3B,learning,1065.0,1,0
2,EXT3B,learning,1070.0,1,2
2,EXT3B,learning,1075.0,4,2
2,EXT3B,learning,1080.0,3,2
2,EXT3B,learning,1095.0,1,3
2,EXT3B,learning,1110.0,2,2
2,EXT3B,learning,1120.0,3,4
2,EXT3B,renewal,5.0,0,1
2,EXT3B,renewal,10.0,0,4
2,EXT3B,renewal,15.0,0,5
2,EXT3B,renewal,20.0,0,2
2,EXT3B,renewal,25.0,0,3
2,EXT3B,renewal,30.0,0,3
2,EXT3B,renewal,35.0,0,1
2,EXT3B,renewal,40.0,0,2
2,EXT3B,renewal,45.0,0,5
2,EXT3B,renewal,50.0,0,2
2,EXT3B,renewal,55.0,0,3
2,EXT3B,renewal,60.0,0,1
2,EXT3B,renewal,65.0,0,1
2,EXT3B,renewal,70.0,0,7
2,EXT3B,renewal,75.0,0,4
2,EXT3B,renewal,80.0,0,2
2,EXT3B,renewal,90.0,0,1
2,EXT3B,renewal,95.0,0,1
2,EXT3B,renewal,100.0,0,2
2,EXT3B,renewal,115.0,0,1
2,EXT3B,renewal,130.0,0,2
2,EXT3B,renewal,135.0,0,2
2,EXT3B,renewal,140.0,0,1
2,EXT3B,renewal,145.0,0,1
2,EXT3B,renewal,150.0,0,1
2,EXT3B,renewal,170.0,0,2
2,EXT3B,renewal,180.0,0,3
2,EXT3B,renewal,210.0,0,1
2,EXT3B,renewal,220.0,0,2
2,EXT3B,renewal,225.0,0,1
2,EXT3B,renewal,240.0,0,1
2,EXT3B,renewal,260.0,0,1
2,EXT3B,renewal,265.0,0,2
2,EXT3B,renewal,345.0,0,1
2,EXT3B,renewal,350.0,0,1
2,EXT3B,renewal,355.0,0,1
2,EXT3B,renewal,390.0,1,0
2,EXT3B,renewal,400.0,1,0
2,EXT3B,renewal,405.0,1,0
2,EXT3B,renewal,410.0,1,0
2,EXT3B,renewal,455.0,0,1
2,EXT3B,renewal,460.0,0,1
2,EXT3B,renewal,480.0,0,1
2,EXT3B,renewal,500.0,0,1
2,EXT3B,renewal,545.0,0,1
2,EXT3B,renewal,715.0,0,1
2,EXT3B,retrieval,0.0,0,1
2,EXT3B,retrieval,10.0,0,1
2,EXT3B,retrieval,65.0,0,1
2,EXT3B,retrieval,90.0,0,2
2,EXT3B,retrieval,175.0,0,1
2,EXT3B,retrieval,355.0,0,1
2,EXT3B,retrieval,360.0,0,1
2,EXT3G,LTM1,250.0,4,5
2,EXT3G,LTM1,255.0,5,5
2,EXT3G,LTM1,260.0,4,3
2,EXT3G,LTM1,265.0,2,1
2,EXT3G,LTM1,270.0,4,3
2,EXT3G,LTM1,275.0,3,1
2,EXT3G,LTM1,280.0,1,1
2,EXT3G,LTM1,285.0,4,0
2,EXT3G,LTM1,290.0,3,1
2,EXT3G,LTM1,295.0,4,2
2,EXT3G,LTM1,300.0,2,1
2,EXT3G,LTM1,305.0,4,4
2,EXT3G,LTM1,310.0,2,1
2,EXT3G,LTM1,315.0,8,7
2,EXT3G,LTM1,320.0,7,2
2,EXT3G,LTM1,325.0,7,5
2,EXT3G,LTM1,330.0,4,4
2,EXT3G,LTM1,335.0,3,2
2,EXT3G,LTM1,340.0,4,1
2,EXT3G,LTM1,345.0,3,1
2,EXT3G,LTM1,350.0,4,1
2,EXT3G,LTM1,355.0,5,3
2,EXT3G,LTM1,360.0,4,3
2,EXT3G,LTM1,365.0,4,1
2,EXT3G,LTM1,370.0,4,3
2,EXT3G,LTM1,375.0,5,1
2,EXT3G,LTM1,380.0,4,1
2,EXT3G,LTM1,385.0,5,4
2,EXT3G,LTM1,390.0,2,0
2,EXT3G,LTM1,395.0,2,0
2,EXT3G,LTM1,400.0,3,1
2,EXT3G,LTM1,405.0,3,1
2,EXT3G,LTM1,410.0,3,3
2,EXT3G,LTM1,415.0,2,0
2,EXT3G,LTM1,420.0,2,1
2,EXT3G,LTM1,425.0,3,3
2,EXT3G,LTM1,430.0,2,2
2,EXT3G,LTM1,435.0,2,1
2,EXT3G,LTM1,440.0,4,2
2,EXT3G,LTM1,445.0,2,1
2,EXT3G,LTM1,450.0,3,2
2,EXT3G,LTM1,455.0,4,2
2,EXT3G,LTM1,460.0,4,1
2,EXT3G,LTM1,465.0,4,2
2,EXT3G,LTM1,470.0,3,0
2,EXT3G,LTM1,475.0,1,1
2,EXT3G,LTM1,480.0,3,2
2,EXT3G,LTM1,485.0,6,3
2,EXT3G,LTM1,490.0,5,2
2,EXT3G,LTM1,495.0,7,3
2,EXT3G,LTM1,500.0,4,1
2,EXT3G,LTM1,505.0,3,1
2,EXT3G,LTM1,510.0,4,1
2,EXT3G,LTM1,515.0,4,2
