study,subject_id,session_name,time_bin_start_s,usv22_call_count_5s,usv50_call_count_5s
2,NOEXT1R,extinction4,10.0,0,1
2,NOEXT1R,extinction4,15.0,0,2
2,NOEXT1R,extinction4,20.0,0,2
2,NOEXT1R,extinction4,25.0,0,1
2,NOEXT1R,extinction4,35.0,0,2
2,NOEXT1R,extinction4,45.0,0,2
2,NOEXT1R,extinction4,60.0,0,1
2,NOEXT1R,extinction4,140.0,0,2
2,NOEXT1R,extinction4,145.0,0,1
2,NOEXT1R,extinction4,230.0,0,3
2,NOEXT1R,extinction4,1715.0,0,1
2,NOEXT1R,learning,0.0,0,1
2,NOEXT1R,learning,5.0,0,6
2,NOEXT1R,learning,10.0,0,1
2,NOEXT1R,learning,25.0,0,6
2,NOEXT1R,learning,30.0,0,3
2,NOEXT1R,learning,35.0,0,5
2,NOEXT1R,learning,40.0,0,11
2,NOEXT1R,learning,60.0,0,1
2,NOEXT1R,learning,65.0,0,3
2,NOEXT1R,learning,70.0,0,2
2,NOEXT1R,learning,75.0,0,2
2,NOEXT1R,learning,80.0,0,4
2,NOEXT1R,learning,85.0,0,7
2,NOEXT1R,learning,90.0,0,2
2,NOEXT1R,learning,95.0,0,1
2,NOEXT1R,learning,110.0,0,2
2,NOEXT1R,learning,115.0,0,1
2,NOEXT1R,learning,120.0,0,2
2,NOEXT1R,learning,125.0,0,2
2,NOEXT1R,learning,130.0,0,3
2,NOEXT1R,learning,135.0,0,5
2,NOEXT1R,learning,140.0,0,1
2,NOEXT1R,learning,145.0,0,4
2,NOEXT1R,learning,150.0,0,1
2,NOEXT1R,learning,155.0,0,4
2,NOEXT1R,learning,160.0,0,3
2,NOEXT1R,learning,170.0,0,3
2,NOEXT1R,learning,220.0,0,1
2,NOEXT1R,learning,225.0,0,3
2,NOEXT1R,learning,240.0,0,4
2,NOEXT1R,learning,255.0,0,1
2,NOEXT1R,learning,260.0,0,1
2,NOEXT1R,learning,265.0,0,2
2,NOEXT1R,learning,270.0,0,2
2,NOEXT1R,learning,275.0,0,1
2,NOEXT1R,learning,280.0,0,1
2,NOEXT1R,learning,285.0,0,1
2,NOEXT1R,learning,320.0,0,2
2,NOEXT1R,learning,340.0,0,1
2,NOEXT1R,learning,345.0,0,1
2,NOEXT1R,learning,350.0,0,1
2,NOEXT1R,learning,355.0,0,2
2,NOEXT1R,learning,360.0,0,1
2,NOEXT1R,learning,365.0,0,5
2,NOEXT1R,learning,620.0,1,0
2,NOEXT1R,learning,650.0,1,0
2,NOEXT1R,learning,660.0,1,1
2,NOEXT1R,learning,665.0,2,5
2,NOEXT1R,learning,670.0,3,3
2,NOEXT1R,learning,675.0,3,1
2,NOEXT1R,learning,680.0,3,0
2,NOEXT1R,learning,690.0,4,1
2,NOEXT1R,learning,695.0,4,4
2,NOEXT1R,learning,700.0,1,0
2,NOEXT1R,learning,705.0,3,2
2,NOEXT1R,learning,710.0,3,3
2,NOEXT1R,learning,715.0,4,2
2,NOEXT1R,learning,720.0,3,2
2,NOEXT1R,learning,725.0,4,7
2,NOEXT1R,learning,730.0,5,2
2,NOEXT1R,learning,745.0,1,1
2,NOEXT1R,learning,750.0,4,1
2,NOEXT1R,learning,760.0,2,0
2,NOEXT1R,learning,765.0,2,0
2,NOEXT1R,learning,770.0,1,0
2,NOEXT1R,learning,775.0,2,0
2,NOEXT1R,learning,795.0,8,4
2,NOEXT1R,learning,800.0,0,1
2,NOEXT1R,learning,805.0,4,7
2,NOEXT1R,learning,810.0,2,1
2,NOEXT1R,learning,815.0,1,1
2,NOEXT1R,learning,820.0,2,2
2,NOEXT1R,learning,825.0,5,4
2,NOEXT1R,learning,830.0,1,1
2,NOEXT1R,learning,835.0,1,0
2,NOEXT1R,learning,840.0,2,2
2,NOEXT1R,learning,845.0,5,1
2,NOEXT1R,learning,850.0,3,0
2,NOEXT1R,learning,855.0,4,0
2,NOEXT1R,learning,860.0,2,1
2,NOEXT1R,learning,865.0,1,0
2,NOEXT1R,learning,870.0,2,1
2,NOEXT1R,learning,875.0,3,0
2,NOEXT1R,learning,880.0,3,1
2,NOEXT1R,learning,885.0,1,1
2,NOEXT1R,learning,890.0,2,1
2,NOEXT1R,learning,895.0,2,1
2,NOEXT1R,learning,905.0,1,0
2,NOEXT1R,learning,910.0,1,1
2,NOEXT1R,learning,915.0,1,0
2,NOEXT1R,learning,920.0,1,1
2,NOEXT1R,learning,925.0,2,2
2,NOEXT1R,learning,930.0,4,3
2,NOEXT1R,learning,935.0,1,3
2,NOEXT1R,learning,940.0,1,0
2,NOEXT1R,learning,945.0,4,4
2,NOEXT1R,learning,950.0,3,3
2,NOEXT1R,learning,955.0,2,1
2,NOEXT1R,learning,960.0,3,1
2,NOEXT1R,learning,975.0,1,0
2,NOEXT1R,learning,980.0,1,2
2,NOEXT1R,learning,985.0,3,4
2,NOEXT1R,learning,990.0,4,3
2,NOEXT1R,learning,995.0,4,5
2,NOEXT1R,learning,1000.0,2,1
2,NOEXT1R,learning,1005.0,4,4
2,NOEXT1R,learning,1010.0,5,3
2,NOEXT1R,learning,1015.0,3,2
2,NOEXT1R,learning,1020.0,2,1
2,NOEXT1R,learning,1025.0,4,7
2,NOEXT1R,learning,1030.0,4,2
2,NOEXT1R,learning,1035.0,4,3
2,NOEXT1R,learning,1040.0,2,0
2,NOEXT1R,learning,1045.0,1,0
2,NOEXT1R,learning,1050.0,3,1
2,NOEXT1R,learning,1055.0,3,5
2,NOEXT1R,learning,1060.0,1,1
2,NOEXT1R,learning,1065.0,4,4
2,NOEXT1R,learning,1070.0,4,3
2,NOEXT1R,learning,1075.0,2,1
2,NOEXT1R,learning,1080.0,2,0
2,NOEXT1R,learning,1085.0,1,0
2,NOEXT1R,learning,1090.0,4,1
2,NOEXT1R,learning,1095.0,3,3
2,NOEXT1R,learning,1100.0,1,2
2,NOEXT1R,learning,1105.0,1,0
2,NOEXT1R,learning,1115.0,2,0
2,NOEXT1R,learning,1120.0,3,2
2,NOEXT1R,learning,1125.0,1,0
2,NOEXT1R,learning,1135.0,2,2
2,NOEXT1R,learning,1140.0,1,1
2,NOEXT2B,LTM1,0.0,0,1
2,NOEXT2B,LTM1,5.0,0,2
2,NOEXT2B,LTM1,10.0,0,2
2,NOEXT2B,LTM1,35.0,0,1
2,NOEXT2B,LTM1,75.0,0,1
2,NOEXT2B,LTM1,80.0,0,1
2,NOEXT2B,LTM1,85.0,0,1
2,NOEXT2B,LTM1,115.0,0,1
2,NOEXT2B,LTM1,120.0,0,1
2,NOEXT2B,LTM1,225.0,0,3
2,NOEXT2B,LTM1,235.0,0,1
2,NOEXT2B,LTM1,240.0,0,3
2,NOEXT2B,LTM1,270.0,1,1
2,NOEXT2B,LTM1,275.0,2,2
2,NOEXT2B,LTM1,280.0,3,1
2,NOEXT2B,LTM1,285.0,1,1
2,NOEXT2B,LTM1,295.0,1,0
2,NOEXT2B,LTM1,300.0,1,2
2,NOEXT2B,LTM1,310.0,2,2
2,NOEXT2B,LTM1,315.0,7,4
2,NOEXT2B,LTM1,320.0,9,8
2,NOEXT2B,LTM1,325.0,5,7
2,NOEXT2B,LTM1,330.0,3,2
2,NOEXT2B,LTM1,335.0,3,2
2,NOEXT2B,LTM1,340.0,4,1
2,NOEXT2B,LTM1,345.0,3,3
2,NOEXT2B,LTM1,350.0,4,3
2,NOEXT2B,LTM1,355.0,3,1
2,NOEXT2B,LTM1,360.0,2,2
2,NOEXT2B,LTM1,365.0,3,1
2,NOEXT2B,LTM1,370.0,3,4
2,NOEXT2B,LTM1,375.0,2,4
2,NOEXT2B,LTM1,380.0,3,2
2,NOEXT2B,LTM1,385.0,2,1
2,NOEXT2B,LTM1,390.0,3,0
2,NOEXT2B,LTM1,395.0,3,2
2,NOEXT2B,LTM1,400.0,2,3
2,NOEXT2B,LTM1,405.0,2,1
2,NOEXT2B,LTM1,410.0,3,1
2,NOEXT2B,LTM1,415.0,1,0
2,NOEXT2B,LTM1,420.0,3,2
2,NOEXT2B,LTM1,425.0,2,1
2,NOEXT2B,LTM1,430.0,1,2
2,NOEXT2B,LTM1,435.0,3,2
2,NOEXT2B,LTM1,440.0,4,1
2,NOEXT2B,LTM1,445.0,3,3
2,NOEXT2B,LTM1,450.0,3,2
2,NOEXT2B,LTM1,455.0,1,0
2,NOEXT2B,LTM1,460.0,2,1
2,NOEXT2B,LTM1,465.0,3,2
2,NOEXT2B,LTM1,470.0,1,0
2,NOEXT2B,LTM1,475.0,2,2
2,NOEXT2B,LTM1,480.0,2,1
2,NOEXT2B,LTM1,485.0,2,3
2,NOEXT2B,LTM1,490.0,8,7
2,NOEXT2B,LTM1,495.0,4,6
2,NOEXT2B,LTM1,500.0,4,1
2,NOEXT2B,LTM1,505.0,2,1
2,NOEXT2B,LTM1,510.0,4,1
2,NOEXT2B,LTM1,515.0,4,3
2,NOEXT2B,LTM1,520.0,4,5
2,NOEXT2B,LTM1,525.0,5,3
2,NOEXT2B,LTM1,530.0,4,6
2,NOEXT2B,LTM1,535.0,5,3
2,NOEXT2B,LTM1,540.0,3,3
2,NOEXT2B,LTM1,545.0,2,1
2,NOEXT2B,LTM1,550.0,3,4
2,NOEXT2B,LTM1,555.0,4,4
2,NOEXT2B,LTM1,560.0,4,1
2,NOEXT2B,LTM1,565.0,3,4
2,NOEXT2B,LTM1,570.0,4,2
2,NOEXT2B,LTM1,575.0,4,2
2,NOEXT2B,LTM1,580.0,1,1
2,NOEXT2B,LTM1,590.0,2,4
2,NOEXT2B,LTM1,595.0,1,2
2,NOEXT2B,LTM1,600.0,4,3
2,NOEXT2B,LTM1,605.0,2,2
2,NOEXT2B,LTM1,610.0,3,2
2,NOEXT2B,LTM1,615.0,4,4
2,NOEXT2B,LTM1,620.0,4,4
2,NOEXT2B,LTM1,625.0,4,5
2,NOEXT2B,LTM1,630.0,3,0
2,NOEXT2B,LTM1,635.0,1,0
2,NOEXT2B,LTM1,640.0,2,3
2,NOEXT2B,LTM1,645.0,2,2
2,NOEXT2B,LTM1,650.0,3,1
2,NOEXT2B,LTM1,655.0,4,5
2,NOEXT2B,LTM1,660.0,4,3
2,NOEXT2B,LTM1,665.0,4,3
2,NOEXT2B,LTM1,670.0,2,0
2,NOEXT2B,LTM1,690.0,1,0
2,NOEXT2B,LTM1,695.0,1,0
2,NOEXT2B,LTM1,705.0,2,2
2,NOEXT2B,LTM1,710.0,2,2
2,NOEXT2B,LTM1,715.0,1,1
2,NOEXT2B,LTM2,5.0,0,1
2,NOEXT2B,LTM2,10.0,0,1
2,NOEXT2B,LTM2,15.0,0,1
2,NOEXT2B,LTM2,25.0,0,1
2,NOEXT2B,LTM2,30.0,0,2
2,NOEXT2B,LTM2,35.0,0,1
2,NOEXT2B,LTM2,45.0,0,1
2,NOEXT2B,LTM2,75.0,0,1
2,NOEXT2B,LTM2,80.0,0,3
2,NOEXT2B,LTM2,85.0,0,2
2,NOEXT2B,LTM2,90.0,0,1
2,NOEXT2B,LTM2,100.0,0,1
2,NOEXT2B,LTM2,145.0,0,1
2,NOEXT2B,LTM2,155.0,0,1
2,NOEXT2B,LTM2,170.0,0,1
2,NOEXT2B,LTM2,175.0,0,1
2,NOEXT2B,LTM2,260.0,1,0
2,NOEXT2B,LTM2,265.0,3,0
2,NOEXT2B,LTM2,270.0,4,2
2,NOEXT2B,LTM2,275.0,4,0
2,NOEXT2B,LTM2,280.0,2,1
2,NOEXT2B,LTM2,285.0,2,0
2,NOEXT2B,LTM2,290.0,2,2
2,NOEXT2B,LTM2,295.0,2,2
2,NOEXT2B,LTM2,300.0,2,0
2,NOEXT2B,LTM2,305.0,2,0
2,NOEXT2B,LTM2,310.0,1,1
2,NOEXT2B,LTM2,315.0,5,4
2,NOEXT2B,LTM2,320.0,7,4
2,NOEXT2B,LTM2,325.0,7,6
2,NOEXT2B,LTM2,330.0,6,9
2,NOEXT2B,LTM2,335.0,3,2
2,NOEXT2B,LTM2,340.0,4,3
2,NOEXT2B,LTM2,345.0,4,1
2,NOEXT2B,LTM2,350.0,3,3
2,NOEXT2B,LTM2,355.0,4,0
2,NOEXT2B,LTM2,360.0,3,2
2,NOEXT2B,LTM2,365.0,3,2
2,NOEXT2B,LTM2,370.0,3,3
2,NOEXT2B,LTM2,375.0,4,2
2,NOEXT2B,LTM2,380.0,2,4
2,NOEXT2B,LTM2,385.0,3,1
2,NOEXT2B,LTM2,390.0,2,0
2,NOEXT2B,LTM2,395.0,2,1
2,NOEXT2B,LTM2,400.0,3,2
2,NOEXT2B,LTM2,405.0,3,1
2,NOEXT2B,LTM2,410.0,3,2
2,NOEXT2B,LTM2,415.0,2,0
2,NOEXT2B,LTM2,420.0,2,1
2,NOEXT2B,LTM2,425.0,3,0
2,NOEXT2B,LTM2,430.0,2,2
2,NOEXT2B,LTM2,435.0,1,0
2,NOEXT2B,LTM2,440.0,2,2
2,NOEXT2B,LTM2,445.0,2,3
2,NOEXT2B,LTM2,450.0,2,2
2,NOEXT2B,LTM2,455.0,3,0
2,NOEXT2B,LTM2,460.0,2,2
2,NOEXT2B,LTM2,465.0,1,0
2,NOEXT2B,LTM2,470.0,3,0
2,NOEXT2B,LTM2,475.0,1,0
2,NOEXT2B,LTM2,480.0,1,1
2,NOEXT2B,LTM2,485.0,1,1
2,NOEXT2B,LTM2,490.0,5,5
2,NOEXT2B,LTM2,500.0,2,2
2,NOEXT2B,LTM2,505.0,3,1
2,NOEXT2B,LTM2,510.0,3,4
2,NOEXT2B,LTM2,515.0,4,4
2,NOEXT2B,LTM2,520.0,3,1
2,NOEXT2B,LTM2,525.0,3,2
2,NOEXT2B,LTM2,530.0,2,2
2,NOEXT2B,LTM2,535.0,1,0
2,NOEXT2B,LTM2,540.0,3,0
2,NOEXT2B,LTM2,545.0,2,2
2,NOEXT2B,LTM2,550.0,3,2
2,NOEXT2B,LTM2,555.0,1,1
2,NOEXT2B,LTM2,560.0,2,2
2,NOEXT2B,LTM2,565.0,3,2
2,NOEXT2B,LTM2,570.0,1,0
2,NOEXT2B,LTM2,575.0,1,0
2,NOEXT2B,LTM2,580.0,0,1
2,NOEXT2B,LTM2,585.0,4,1
2,NOEXT2B,LTM2,590.0,3,4
2,NOEXT2B,LTM2,595.0,3,2
2,NOEXT2B,LTM2,600.0,2,1
2,NOEXT2B,LTM2,605.0,3,1
2,NOEXT2B,LTM2,610.0,3,3
2,NOEXT2B,LTM2,615.0,3,3
2,NOEXT2B,LTM2,620.0,2,0
2,NOEXT2B,LTM2,625.0,4,5
2,NOEXT2B,LTM2,630.0,2,2
2,NOEXT2B,LTM2,635.0,1,1
2,NOEXT2B,LTM2,640.0,2,0
2,NOEXT2B,LTM2,645.0,2,0
2,NOEXT2B,LTM2,650.0,2,1
2,NOEXT2B,LTM2,655.0,2,1
2,NOEXT2B,LTM2,660.0,1,0
2,NOEXT2B,LTM2,670.0,3,2
2,NOEXT2B,LTM2,680.0,2,3
2,NOEXT2B,LTM2,685.0,2,0
2,NOEXT2B,LTM2,725.0,0,2
2,NOEXT2B,extinction1,2050.0,1,0
2,NOEXT2B,extinction1,2055.0,1,0
2,NOEXT2B,extinction1,2065.0,2,0
2,NOEXT2B,extinction1,2070.0,2,0
2,NOEXT2B,extinction1,2075.0,1,0
2,NOEXT2B,extinction1,2080.0,1,0
2,NOEXT2B,extinction1,3265.0,2,0
2,NOEXT2B,extinction1,3270.0,2,0
2,NOEXT2B,extinction1,3275.0,1,0
2,NOEXT2B,extinction1,3280.0,1,0
2,NOEXT2B,extinction1,3285.0,2,0
2,NOEXT2B,extinction1,3300.0,1,0
2,NOEXT2B,extinction1,3305.0,1,0
2,NOEXT2B,extinction2,0.0,0,1
2,NOEXT2B,extinction2,10.0,0,4
2,NOEXT2B,extinction2,15.0,0,12
2,NOEXT2B,extinction2,20.0,0,6
2,NOEXT2B,extinction2,25.0,0,3
2,NOEXT2B,extinction2,30.0,0,7
2,NOEXT2B,extinction2,35.0,0,7
2,NOEXT2B,extinction2,40.0,0,6
2,NOEXT2B,extinction2,45.0,0,3
2,NOEXT2B,extinction2,60.0,0,1
2,NOEXT2B,extinction2,65.0,0,4
2,NOEXT2B,extinction2,70.0,0,1
2,NOEXT2B,extinction2,75.0,0,2
2,NOEXT2B,extinction2,80.0,0,1
2,NOEXT2B,extinction2,85.0,0,4
2,NOEXT2B,extinction2,90.0,0,2
2,NOEXT2B,extinction2,95.0,0,4
2,NOEXT2B,extinction2,105.0,0,2
2,NOEXT2B,extinction2,115.0,0,2
2,NOEXT2B,extinction2,120.0,0,1
2,NOEXT2B,extinction2,315.0,0,2
2,NOEXT2B,extinction2,385.0,0,1
2,NOEXT2B,extinction2,500.0,0,1
2,NOEXT2B,extinction2,530.0,0,1
2,NOEXT2B,extinction2,620.0,0,2
2,NOEXT2B,extinction2,625.0,0,2
2,NOEXT2B,extinction2,695.0,0,1
2,NOEXT2B,extinction2,715.0,0,2
2,NOEXT2B,extinction2,725.0,0,1
2,NOEXT2B,extinction2,730.0,0,1
2,NOEXT2B,extinction2,765.0,0,1
2,NOEXT2B,extinction2,775.0,0,3
2,NOEXT2B,extinction2,785.0,0,1
2,NOEXT2B,extinction2,815.0,0,1
2,NOEXT2B,extinction2,830.0,0,4
2,NOEXT2B,extinction2,845.0,0,2
2,NOEXT2B,extinction2,855.0,0,1
2,NOEXT2B,extinction2,860.0,0,6
2,NOEXT2B,extinction2,865.0,0,5
2,NOEXT2B,extinction2,870.0,0,6
2,NOEXT2B,extinction2,880.0,0,7
2,NOEXT2B,extinction2,885.0,0,2
2,NOEXT2B,extinction2,890.0,0,1
2,NOEXT2B,extinction2,895.0,0,1
2,NOEXT2B,extinction2,900.0,0,1
2,NOEXT2B,extinction2,905.0,0,1
2,NOEXT2B,extinction2,910.0,0,1
2,NOEXT2B,extinction2,915.0,0,1
2,NOEXT2B,extinction2,920.0,0,1
2,NOEXT2B,extinction2,925.0,0,2
2,NOEXT2B,extinction2,930.0,0,1
2,NOEXT2B,extinction2,935.0,0,3
2,NOEXT2B,extinction2,940.0,0,1
2,NOEXT2B,extinction2,945.0,0,1
2,NOEXT2B,extinction2,960.0,0,1
2,NOEXT2B,extinction2,965.0,0,2
2,NOEXT2B,extinction2,970.0,0,3
2,NOEXT2B,extinction2,990.0,0,2
2,NOEXT2B,extinction2,1000.0,0,1
2,NOEXT2B,extinction2,1005.0,0,3
2,NOEXT2B,extinction2,1010.0,0,2
2,NOEXT2B,extinction2,1015.0,0,1
2,NOEXT2B,extinction2,1020.0,0,2
2,NOEXT2B,extinction2,1025.0,0,3
2,NOEXT2B,extinction2,1030.0,0,1
2,NOEXT2B,extinction2,1035.0,0,4
2,NOEXT2B,extinction2,1045.0,0,4
2,NOEXT2B,extinction2,1050.0,0,2
2,NOEXT2B,extinction2,1055.0,0,1
2,NOEXT2B,extinction2,1065.0,0,4
2,NOEXT2B,extinction2,1070.0,0,4
2,NOEXT2B,extinction2,1075.0,0,5
2,NOEXT2B,extinction2,1080.0,0,3
2,NOEXT2B,extinction2,1085.0,0,5
2,NOEXT2B,extinction2,1090.0,0,8
2,NOEXT2B,extinction2,1095.0,0,3
2,NOEXT2B,extinction2,1100.0,0,3
2,NOEXT2B,extinction2,1105.0,0,5
2,NOEXT2B,extinction2,1110.0,0,4
2,NOEXT2B,extinction2,1115.0,0,2
2,NOEXT2B,extinction2,1120.0,0,9
2,NOEXT2B,extinction2,1125.0,0,4
2,NOEXT2B,extinction2,1135.0,0,2
2,NOEXT2B,extinction2,1140.0,0,3
2,NOEXT2B,extinction2,1150.0,0,3
2,NOEXT2B,extinction2,1155.0,0,2
2,NOEXT2B,extinction2,1160.0,0,3
2,NOEXT2B,extinction2,1165.0,0,1
2,NOEXT2B,extinction2,1170.0,0,1
2,NOEXT2B,extinction2,1190.0,0,1
2,NOEXT2B,extinction2,1200.0,0,2
2,NOEXT2B,extinction2,1205.0,0,1
2,NOEXT2B,extinction2,1210.0,0,1
2,NOEXT2B,extinction2,1215.0,0,5
2,NOEXT2B,extinction2,1220.0,0,5
2,NOEXT2B,extinction2,1225.0,0,6
2,NOEXT2B,extinction2,1230.0,0,3
2,NOEXT2B,extinction2,1250.0,0,2
2,NOEXT2B,extinction2,1255.0,0,1
2,NOEXT2B,extinction2,1260.0,0,2
2,NOEXT2B,extinction2,1270.0,0,2
2,NOEXT2B,extinction2,1275.0,0,1
2,NOEXT2B,extinction2,1285.0,0,1
2,NOEXT2B,extinction2,1290.0,0,1
2,NOEXT2B,extinction2,1295.0,0,3
2,NOEXT2B,extinction2,1300.0,0,2
2,NOEXT2B,extinction2,1305.0,0,1
2,NOEXT2B,extinction2,1310.0,0,4
2,NOEXT2B,extinction2,1315.0,0,5
2,NOEXT2B,extinction2,1320.0,0,6
2,NOEXT2B,extinction2,1325.0,0,4
2,NOEXT2B,extinction2,1330.0,0,3
2,NOEXT2B,extinction2,1335.0,0,3
2,NOEXT2B,extinction2,1340.0,0,3
2,NOEXT2B,extinction2,1345.0,0,4
2,NOEXT2B,extinction2,1350.0,0,2
2,NOEXT2B,extinction2,1360.0,0,2
2,NOEXT2B,extinction2,1365.0,0,2
2,NOEXT2B,extinction2,1370.0,0,8
2,NOEXT2B,extinction2,1375.0,0,3
2,NOEXT2B,extinction2,1380.0,0,2
2,NOEXT2B,extinction2,1385.0,0,1
2,NOEXT2B,extinction2,1390.0,0,6
2,NOEXT2B,extinction2,1400.0,0,2
2,NOEXT2B,extinction2,1405.0,0,1
2,NOEXT2B,extinction2,1410.0,0,1
2,NOEXT2B,extinction2,1415.0,0,1
2,NOEXT2B,extinction2,1420.0,0,1
2,NOEXT2B,extinction2,1425.0,0,1
2,NOEXT2B,extinction2,1430.0,0,2
2,NOEXT2B,extinction2,1435.0,0,1
2,NOEXT2B,extinction2,1450.0,0,2
2,NOEXT2B,extinction2,1460.0,0,1
2,NOEXT2B,extinction2,1475.0,0,1
2,NOEXT2B,extinction2,1480.0,0,1
2,NOEXT2B,extinction2,1500.0,0,2
2,NOEXT2B,extinction2,1515.0,0,1
2,NOEXT2B,extinction2,1520.0,0,1
2,NOEXT2B,extinction2,1525.0,0,1
2,NOEXT2B,extinction2,1530.0,0,3
2,NOEXT2B,extinction2,1535.0,0,7
2,NOEXT2B,extinction2,1540.0,0,2
2,NOEXT2B,extinction2,1545.0,0,1
2,NOEXT2B,extinction2,1555.0,0,1
2,NOEXT2B,extinction2,1565.0,0,2
2,NOEXT2B,extinction2,1570.0,0,1
2,NOEXT2B,extinction2,1575.0,0,2
2,NOEXT2B,extinction2,1580.0,0,2
2,NOEXT2B,extinction2,1585.0,0,2
2,NOEXT2B,extinction2,1590.0,0,3
2,NOEXT2B,extinction2,1595.0,0,3
2,NOEXT2B,extinction2,1600.0,0,4
2,NOEXT2B,extinction2,1605.0,0,5
2,NOEXT2B,extinction2,1610.0,0,5
2,NOEXT2B,extinction2,1615.0,0,6
2,NOEXT2B,extinction2,1620.0,0,3
2,NOEXT2B,extinction2,1625.0,0,2
2,NOEXT2B,extinction2,1630.0,0,2
2,NOEXT2B,extinction2,1640.0,0,2
2,NOEXT2B,extinction2,1650.0,0,5
2,NOEXT2B,extinction2,1655.0,0,2
2,NOEXT2B,extinction2,1660.0,0,1
2,NOEXT2B,extinction2,1665.0,0,1
2,NOEXT2B,extinction2,1670.0,0,3
2,NOEXT2B,extinction2,1675.0,0,4
2,NOEXT2B,extinction2,1685.0,0,3
2,NOEXT2B,extinction2,1690.0,0,2
2,NOEXT2B,extinction2,1695.0,0,2
2,NOEXT2B,extinction2,1700.0,0,2
2,NOEXT2B,extinction2,1715.0,0,1
2,NOEXT2B,extinction2,1720.0,0,2
2,NOEXT2B,extinction2,1730.0,0,1
2,NOEXT2B,extinction2,1735.0,0,1
2,NOEXT2B,extinction2,1740.0,0,3
2,NOEXT2B,extinction2,1745.0,0,3
2,NOEXT2B,extinction2,1750.0,0,4
2,NOEXT2B,extinction2,1795.0,0,1
2,NOEXT2B,extinction2,1810.0,0,7
2,NOEXT2B,extinction2,1815.0,0,6
2,NOEXT2B,extinction2,1820.0,0,4
2,NOEXT2B,extinction2,1840.0,0,1
2,NOEXT2B,extinction2,1855.0,0,1
2,NOEXT2B,extinction2,1900.0,0,1
2,NOEXT2B,extinction2,1905.0,0,1
2,NOEXT2B,extinction2,1910.0,0,2
2,NOEXT2B,extinction2,1915.0,0,1
2,NOEXT2B,extinction2,1930.0,0,1
2,NOEXT2B,extinction2,1960.0,0,5
2,NOEXT2B,extinction2,1965.0,0,1
2,NOEXT2B,extinction2,1970.0,0,1
2,NOEXT2B,extinction2,1975.0,0,1
2,NOEXT2B,extinction2,1980.0,0,1
2,NOEXT2B,extinction2,1985.0,1,0
2,NOEXT2B,extinction3,5.0,0,1
2,NOEXT2B,extinction3,10.0,0,1
2,NOEXT2B,extinction3,15.0,0,1
2,NOEXT2B,extinction3,20.0,0,3
2,NOEXT2B,extinction3,25.0,0,3
2,NOEXT2B,extinction3,30.0,0,1
2,NOEXT2B,extinction3,40.0,0,1
2,NOEXT2B,extinction3,45.0,0,3
2,NOEXT2B,extinction3,50.0,0,1
2,NOEXT2B,extinction3,85.0,0,1
2,NOEXT2B,extinction3,205.0,0,1
2,NOEXT2B,extinction3,450.0,0,1
2,NOEXT2B,extinction3,455.0,0,1
2,NOEXT2B,extinction3,530.0,0,1
2,NOEXT2B,extinction3,575.0,0,1
2,NOEXT2B,extinction3,640.0,0,1
2,NOEXT2B,extinction3,895.0,0,1
2,NOEXT2B,extinction3,900.0,0,1
2,NOEXT2B,extinction3,925.0,0,1
2,NOEXT2B,extinction3,935.0,0,1
2,NOEXT2B,extinction3,1635.0,0,1
2,NOEXT2B,extinction3,1765.0,0,1
2,NOEXT2B,extinction3,1770.0,0,1
2,NOEXT2B,extinction3,1920.0,0,1
2,NOEXT2B,extinction3,1980.0,1,0
2,NOEXT2B,extinction4,5.0,0,2
2,NOEXT2B,extinction4,30.0,0,1
2,NOEXT2B,extinction4,40.0,0,1
2,NOEXT2B,extinction4,45.0,0,4
2,NOEXT2B,extinction4,50.0,0,1
2,NOEXT2B,extinction4,55.0,0,1
2,NOEXT2B,extinction4,60.0,0,4
2,NOEXT2B,extinction4,80.0,0,2
2,NOEXT2B,extinction4,90.0,0,1
2,NOEXT2B,extinction4,100.0,0,2
2,NOEXT2B,extinction4,165.0,0,1
2,NOEXT2B,extinction4,170.0,0,1
2,NOEXT2B,extinction4,660.0,0,1
2,NOEXT2B,extinction4,1095.0,0,1
2,NOEXT2B,extinction4,1110.0,0,1
2,NOEXT2B,extinction4,1120.0,0,1
2,NOEXT2B,extinction4,1140.0,0,1
2,NOEXT2B,extinction4,1195.0,0,1
2,NOEXT2B,extinction4,1230.0,0,1
2,NOEXT2B,extinction4,1340.0,0,1
2,NOEXT2B,extinction4,1365.0,0,1
2,NOEXT2B,extinction4,1380.0,0,1
2,NOEXT2B,extinction4,1555.0,6,0
2,NOEXT2B,learning,0.0,0,11
2,NOEXT2B,learning,5.0,0,3
2,NOEXT2B,learning,15.0,0,8
2,NOEXT2B,learning,20.0,0,2
2,NOEXT2B,learning,25.0,0,3
2,NOEXT2B,learning,30.0,0,2
2,NOEXT2B,learning,35.0,0,5
2,NOEXT2B,learning,40.0,0,4
2,NOEXT2B,learning,45.0,0,6
2,NOEXT2B,learning,50.0,0,2
2,NOEXT2B,learning,55.0,0,4
2,NOEXT2B,learning,60.0,0,3
2,NOEXT2B,learning,65.0,0,4
2,NOEXT2B,learning,70.0,0,2
2,NOEXT2B,learning,75.0,0,7
2,NOEXT2B,learning,80.0,0,7
2,NOEXT2B,learning,85.0,0,2
2,NOEXT2B,learning,90.0,0,12
2,NOEXT2B,learning,95.0,0,9
2,NOEXT2B,learning,100.0,0,9
