session_name,decile,state_label,mean_occupancy,sem_occupancy,n_subjects,spearman_rho,spearman_pval
extinction4,1,Goal-Directed,0.03235294117647059,0.007659068623529286,17,-0.8206724839680872,0.003621705638366573
extinction4,1,Quiescent,0.9102941176470588,0.04419723213867271,17,0.7696969696969697,0.009221952722215994
extinction4,1,Social/Appetitive,0.05588235294117647,0.04252645217918015,17,-0.6848484848484848,0.028882797506732765
extinction4,2,Fear/Distress,0.0060331825037707384,0.0027191186089472017,17,0.8814630383360936,0.0007468608372274938
extinction4,2,Goal-Directed,0.03770739064856712,0.0076537643778976025,17,-0.8206724839680872,0.003621705638366573
extinction4,2,Quiescent,0.9155354449472096,0.029479366946745196,17,0.7696969696969697,0.009221952722215994
extinction4,2,Social/Appetitive,0.04072398190045249,0.02807618471943633,17,-0.6848484848484848,0.028882797506732765
extinction4,3,Fear/Distress,0.004411764705882354,0.003205072752603437,17,0.8814630383360936,0.0007468608372274938
extinction4,3,Goal-Directed,0.03382352941176471,0.007090919677200702,17,-0.8206724839680872,0.003621705638366573
extinction4,3,Quiescent,0.9117647058823529,0.03457446454561396,17,0.7696969696969697,0.009221952722215994
extinction4,3,Social/Appetitive,0.049999999999999996,0.03375953024484998,17,-0.6848484848484848,0.028882797506732765
extinction4,4,Fear/Distress,0.0060331825037707384,0.003496839553354338,17,0.8814630383360936,0.0007468608372274938
extinction4,4,Goal-Directed,0.04374057315233786,0.009774872848277313,17,-0.8206724839680872,0.003621705638366573
extinction4,4,Quiescent,0.9170437405731523,0.025216068623379315,17,0.7696969696969697,0.009221952722215994
extinction4,4,Social/Appetitive,0.033182503770739065,0.025524310710061004,17,-0.6848484848484848,0.028882797506732765
extinction4,5,Fear/Distress,0.010294117647058825,0.004318875045761297,17,0.8814630383360936,0.0007468608372274938
extinction4,5,Goal-Directed,0.03235294117647059,0.007659068623529286,17,-0.8206724839680872,0.003621705638366573
extinction4,5,Quiescent,0.9367647058823529,0.015476150867536167,17,0.7696969696969697,0.009221952722215994
extinction4,5,Social/Appetitive,0.02058823529411765,0.012725050220497634,17,-0.6848484848484848,0.028882797506732765
extinction4,6,Fear/Distress,0.007352941176470588,0.0035644704833943594,17,0.8814630383360936,0.0007468608372274938
extinction4,6,Goal-Directed,0.029411764705882353,0.006151911959809379,17,-0.8206724839680872,0.003621705638366573
